SEQ='C '     NUCCHG= 8                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  15626082.5   NPRNTI= 5   NPRNTF= 8
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P1             (2)1( 0.5)        0.0 
     2          2S2 2P1             (2)1( 1.5)      345.6 
     3          2S1 2P2             (4)1( 0.5)    66324.9 
     4          2S1 2P2             (4)1( 1.5)    66445.7 
     5          2S1 2P2             (4)1( 2.5)    66645.8 
     6          2S1 2P2             (2)2( 1.5)   130918.0*
     7          2S1 2P2             (2)2( 2.5)   130919.1*
     8          2S1 2P2             (2)1( 0.5)   168711.6*

   IC RESOLVED LEVEL INDEXING           BWNR=  15798840.8   NLVL= 941
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             3.58E-16  6.30E-16  4.28E-16  2.10E-16  6.48E-17  2.45E-17  8.94E-18  2.31E-18  8.21E-19
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-34  5.83E-25  3.21E-19  4.12E-17
             3.47E-16  6.14E-16  4.18E-16  2.05E-16  6.33E-17  2.39E-17  8.73E-18  2.25E-18  8.02E-19
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-34  5.15E-25  2.97E-19  3.93E-17
             3.35E-16  5.98E-16  4.08E-16  2.01E-16  6.19E-17  2.34E-17  8.54E-18  2.21E-18  7.85E-19
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-34  4.62E-25  2.73E-19  3.64E-17
             3.12E-16  5.58E-16  3.81E-16  1.88E-16  5.79E-17  2.19E-17  8.00E-18  2.06E-18  7.35E-19
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.17E-35  4.29E-25  2.59E-19  3.52E-17
             3.05E-16  5.47E-16  3.75E-16  1.84E-16  5.70E-17  2.15E-17  7.87E-18  2.03E-18  7.22E-19
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.97E-35  3.49E-25  2.29E-19  3.31E-17
             2.92E-16  5.30E-16  3.64E-16  1.79E-16  5.55E-17  2.10E-17  7.66E-18  1.98E-18  7.04E-19
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.49E-35  2.88E-25  2.06E-19  3.15E-17
             2.82E-16  5.16E-16  3.55E-16  1.75E-16  5.41E-17  2.05E-17  7.48E-18  1.93E-18  6.87E-19
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.45E-35  2.42E-25  1.89E-19  3.03E-17
             2.76E-16  5.06E-16  3.49E-16  1.72E-16  5.33E-17  2.01E-17  7.36E-18  1.90E-18  6.77E-19
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.29E-35  1.86E-25  1.68E-19  2.90E-17
             2.67E-16  4.94E-16  3.41E-16  1.68E-16  5.21E-17  1.97E-17  7.21E-18  1.86E-18  6.62E-19
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.27E-35  1.34E-25  1.48E-19  2.76E-17
             2.59E-16  4.81E-16  3.32E-16  1.64E-16  5.09E-17  1.92E-17  7.03E-18  1.82E-18  6.46E-19
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-35  7.45E-26  1.23E-19  2.58E-17
             2.46E-16  4.61E-16  3.19E-16  1.58E-16  4.89E-17  1.85E-17  6.76E-18  1.75E-18  6.21E-19
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.04E-36  5.67E-26  1.13E-19  2.47E-17
             2.38E-16  4.46E-16  3.09E-16  1.53E-16  4.74E-17  1.79E-17  6.56E-18  1.69E-18  6.02E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.05E-36  3.88E-26  1.00E-19  2.31E-17
             2.25E-16  4.23E-16  2.93E-16  1.45E-16  4.50E-17  1.70E-17  6.22E-18  1.61E-18  5.72E-19
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.85E-36  3.15E-26  9.38E-20  2.21E-17
             2.15E-16  4.05E-16  2.81E-16  1.39E-16  4.32E-17  1.63E-17  5.97E-18  1.54E-18  5.49E-19
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.49E-36  2.31E-26  8.49E-20  2.05E-17
             2.01E-16  3.79E-16  2.63E-16  1.30E-16  4.04E-17  1.53E-17  5.59E-18  1.44E-18  5.14E-19
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.43E-36  1.64E-26  7.68E-20  1.90E-17
             1.86E-16  3.52E-16  2.44E-16  1.21E-16  3.76E-17  1.42E-17  5.20E-18  1.34E-18  4.78E-19
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.62E-36  1.12E-26  6.66E-20  1.68E-17
             1.65E-16  3.12E-16  2.17E-16  1.07E-16  3.33E-17  1.26E-17  4.61E-18  1.19E-18  4.23E-19
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-36  7.26E-27  5.57E-20  1.42E-17
             1.40E-16  2.66E-16  1.84E-16  9.14E-17  2.83E-17  1.07E-17  3.92E-18  1.01E-18  3.60E-19
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-37  4.07E-27  4.07E-20  1.05E-17
             1.04E-16  1.96E-16  1.36E-16  6.75E-17  2.09E-17  7.92E-18  2.90E-18  7.48E-19  2.66E-19
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.64E-37  2.74E-27  3.18E-20  8.23E-18
             8.13E-17  1.54E-16  1.07E-16  5.29E-17  1.64E-17  6.20E-18  2.27E-18  5.86E-19  2.09E-19
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.87E-37  1.48E-27  2.14E-20  5.54E-18
             5.46E-17  1.03E-16  7.17E-17  3.56E-17  1.10E-17  4.17E-18  1.53E-18  3.94E-19  1.40E-19
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-37  9.75E-28  1.58E-20  4.08E-18
             4.02E-17  7.58E-17  5.26E-17  2.61E-17  8.08E-18  3.06E-18  1.12E-18  2.88E-19  1.03E-19
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.39E-38  5.31E-28  9.59E-21  2.48E-18
             2.43E-17  4.58E-17  3.18E-17  1.57E-17  4.87E-18  1.84E-18  6.74E-19  1.74E-19  6.20E-20
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-38  3.31E-28  6.42E-21  1.66E-18
             1.62E-17  3.06E-17  2.12E-17  1.05E-17  3.25E-18  1.23E-18  4.50E-19  1.16E-19  4.14E-20
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-38  1.19E-28  3.36E-21  8.70E-19
             8.52E-18  1.60E-17  1.11E-17  5.50E-18  1.70E-18  6.44E-19  2.36E-19  6.08E-20  2.17E-20
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.60E-39  7.48E-29  2.18E-21  5.61E-19
             5.48E-18  1.03E-17  7.14E-18  3.54E-18  1.10E-18  4.14E-19  1.52E-19  3.91E-20  1.39E-20
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.66E-39  3.61E-29  1.12E-21  2.89E-19
             2.82E-18  5.30E-18  3.67E-18  1.82E-18  5.63E-19  2.13E-19  7.79E-20  2.01E-20  7.16E-21
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.18E-39  2.17E-29  6.97E-22  1.79E-19
             1.74E-18  3.27E-18  2.27E-18  1.12E-18  3.48E-19  1.32E-19  4.81E-20  1.24E-20  4.42E-21
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.60E-40  6.02E-30  3.25E-22  8.37E-20
             8.15E-19  1.53E-18  1.06E-18  5.24E-19  1.62E-19  6.14E-20  2.24E-20  5.80E-21  2.06E-21
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.31E-40  3.92E-30  2.14E-22  5.49E-20
             5.34E-19  1.00E-18  6.93E-19  3.43E-19  1.06E-19  4.02E-20  1.47E-20  3.80E-21  1.35E-21
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-40  2.13E-30  1.17E-22  3.01E-20
             2.92E-19  5.48E-19  3.79E-19  1.88E-19  5.82E-20  2.20E-20  8.05E-21  2.08E-21  7.40E-22

                                                                                     --------------------------
                                                                                     PRTF= 2  LVLPRT= (2P  1.5)
   ILREP
   -----
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-33  3.34E-27  2.97E-20  7.75E-16  1.42E-14
             3.90E-14  3.55E-14  1.94E-14  8.56E-15  2.47E-15  9.14E-16  3.31E-16  8.48E-17  3.01E-17
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.06E-33  5.72E-25  1.12E-19  8.62E-16  1.79E-14
             5.57E-14  5.47E-14  3.07E-14  1.37E-14  3.98E-15  1.47E-15  5.34E-16  1.37E-16  4.86E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.08E-36  7.69E-27  2.15E-20  4.67E-16  1.03E-14
             3.45E-14  3.65E-14  2.11E-14  9.57E-15  2.81E-15  1.05E-15  3.79E-16  9.74E-17  3.46E-17
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-48  6.77E-33  5.81E-24  1.39E-18  6.38E-17
             2.76E-16  3.28E-16  1.97E-16  9.09E-17  2.70E-17  1.01E-17  3.66E-18  9.42E-19  3.35E-19
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.08E-45  1.59E-30  2.07E-23  8.20E-18  6.10E-16
             3.18E-15  4.06E-15  2.47E-15  1.14E-15  3.40E-16  1.27E-16  4.61E-17  1.19E-17  4.21E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.82E-45  4.62E-30  1.17E-22  7.29E-18  4.70E-16
             2.50E-15  3.29E-15  2.02E-15  9.45E-16  2.82E-16  1.06E-16  3.84E-17  9.87E-18  3.51E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-47  1.54E-31  8.23E-24  1.99E-18  1.39E-16
             7.40E-16  9.72E-16  5.98E-16  2.79E-16  8.33E-17  3.11E-17  1.13E-17  2.91E-18  1.04E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.92E-36  9.49E-26  1.30E-19  1.11E-17
             6.68E-17  9.86E-17  6.38E-17  3.06E-17  9.33E-18  3.51E-18  1.28E-18  3.30E-19  1.17E-19
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-32  1.90E-24  2.63E-18  3.21E-16
             2.14E-15  3.18E-15  2.03E-15  9.62E-16  2.91E-16  1.09E-16  3.97E-17  1.02E-17  3.64E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.79E-32  1.81E-23  3.38E-18  3.28E-16
             2.15E-15  3.21E-15  2.05E-15  9.78E-16  2.96E-16  1.11E-16  4.04E-17  1.04E-17  3.70E-18
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.12E-33  1.04E-24  6.39E-19  5.82E-17
             3.55E-16  5.04E-16  3.18E-16  1.50E-16  4.53E-17  1.70E-17  6.18E-18  1.59E-18  5.65E-19
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.76E-35  3.67E-26  1.16E-19  1.46E-17
             9.83E-17  1.46E-16  9.33E-17  4.43E-17  1.34E-17  5.02E-18  1.83E-18  4.71E-19  1.68E-19
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.28E-37  2.20E-26  6.73E-20  7.31E-18
             4.91E-17  7.66E-17  5.03E-17  2.43E-17  7.44E-18  2.80E-18  1.02E-18  2.64E-19  9.39E-20
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-33  7.35E-25  1.63E-18  2.36E-16
             1.72E-15  2.69E-15  1.74E-15  8.35E-16  2.53E-16  9.52E-17  3.47E-17  8.94E-18  3.18E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-32  6.70E-24  2.32E-18  2.79E-16
             2.02E-15  3.18E-15  2.08E-15  9.98E-16  3.03E-16  1.14E-16  4.16E-17  1.07E-17  3.81E-18
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-34  2.65E-25  4.23E-20  3.31E-18
             2.20E-17  3.42E-17  2.23E-17  1.08E-17  3.28E-18  1.23E-18  4.50E-19  1.16E-19  4.13E-20
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.64E-35  1.20E-26  9.41E-21  1.39E-18
             1.06E-17  1.71E-17  1.13E-17  5.43E-18  1.65E-18  6.22E-19  2.27E-19  5.85E-20  2.08E-20
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.59E-37  2.01E-28  3.49E-22  5.05E-20
             3.69E-19  5.76E-19  3.74E-19  1.79E-19  5.45E-20  2.05E-20  7.47E-21  1.92E-21  6.84E-22
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.96E-39  6.30E-28  8.54E-21  1.37E-18
             1.14E-17  2.09E-17  1.46E-17  7.31E-18  2.28E-18  8.64E-19  3.16E-19  8.17E-20  2.91E-20
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-34  2.61E-25  4.42E-19  7.11E-17
             5.51E-16  8.94E-16  5.88E-16  2.83E-16  8.64E-17  3.25E-17  1.19E-17  3.05E-18  1.09E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.14E-33  3.65E-24  1.42E-18  1.72E-16
             1.29E-15  2.08E-15  1.37E-15  6.61E-16  2.02E-16  7.59E-17  2.77E-17  7.14E-18  2.54E-18
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-34  1.41E-25  4.53E-20  5.04E-18
             3.70E-17  5.95E-17  3.92E-17  1.89E-17  5.78E-18  2.17E-18  7.93E-19  2.04E-19  7.28E-20
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.34E-36  7.08E-27  1.02E-20  1.70E-18
             1.36E-17  2.25E-17  1.49E-17  7.21E-18  2.20E-18  8.29E-19  3.03E-19  7.80E-20  2.78E-20
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-37  1.51E-28  4.31E-22  7.03E-20
             5.43E-19  8.79E-19  5.77E-19  2.78E-19  8.47E-20  3.19E-20  1.16E-20  3.00E-21  1.07E-21
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-39  2.28E-30  1.77E-23  2.98E-21
             2.32E-20  3.75E-20  2.47E-20  1.19E-20  3.62E-21  1.36E-21  4.97E-22  1.28E-22  4.56E-23
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-39  3.91E-28  7.40E-21  1.31E-18
             1.14E-17  2.13E-17  1.50E-17  7.52E-18  2.35E-18  8.91E-19  3.26E-19  8.43E-20  3.00E-20
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.88E-35  1.67E-25  3.97E-19  6.94E-17
             5.60E-16  9.29E-16  6.15E-16  2.98E-16  9.10E-17  3.42E-17  1.25E-17  3.22E-18  1.15E-18
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-33  2.43E-24  1.11E-18  1.36E-16
             1.04E-15  1.70E-15  1.12E-15  5.42E-16  1.66E-16  6.24E-17  2.28E-17  5.87E-18  2.09E-18
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.03E-35  9.20E-26  5.26E-20  7.23E-18
             5.61E-17  9.22E-17  6.10E-17  2.95E-17  9.02E-18  3.40E-18  1.24E-18  3.19E-19  1.14E-19
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.49E-36  4.86E-27  8.86E-21  1.50E-18
             1.20E-17  1.98E-17  1.31E-17  6.35E-18  1.94E-18  7.31E-19  2.67E-19  6.87E-20  2.45E-20
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.19E-38  1.09E-28  4.52E-22  7.97E-20
             6.38E-19  1.05E-18  6.96E-19  3.37E-19  1.03E-19  3.87E-20  1.41E-20  3.64E-21  1.29E-21
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.10E-40  2.44E-30  2.52E-23  4.58E-21
             3.73E-20  6.26E-20  4.17E-20  2.03E-20  6.20E-21  2.34E-21  8.53E-22  2.20E-22  7.82E-23
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.49E-40  2.86E-28  6.75E-21  1.27E-18
             1.13E-17  2.14E-17  1.51E-17  7.55E-18  2.36E-18  8.95E-19  3.28E-19  8.47E-20  3.02E-20
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.36E-35  1.23E-25  3.55E-19  6.56E-17
             5.44E-16  9.18E-16  6.11E-16  2.97E-16  9.07E-17  3.42E-17  1.25E-17  3.22E-18  1.14E-18
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.78E-34  1.80E-24  9.51E-19  1.23E-16
             9.58E-16  1.59E-15  1.06E-15  5.14E-16  1.57E-16  5.92E-17  2.16E-17  5.57E-18  1.98E-18
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.84E-35  6.80E-26  5.20E-20  7.84E-18
             6.28E-17  1.05E-16  6.97E-17  3.38E-17  1.03E-17  3.90E-18  1.42E-18  3.67E-19  1.30E-19
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-36  3.66E-27  8.88E-21  1.60E-18
             1.31E-17  2.21E-17  1.47E-17  7.12E-18  2.18E-18  8.21E-19  3.00E-19  7.72E-20  2.75E-20
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.92E-38  8.12E-29  4.59E-22  8.55E-20
             7.03E-19  1.18E-18  7.83E-19  3.79E-19  1.16E-19  4.37E-20  1.59E-20  4.11E-21  1.46E-21
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.82E-40  2.11E-30  2.79E-23  5.33E-21
             4.45E-20  7.55E-20  5.05E-20  2.46E-20  7.52E-21  2.84E-21  1.03E-21  2.67E-22  9.50E-23
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.39E-40  2.09E-28  5.45E-21  1.08E-18
             9.78E-18  1.87E-17  1.32E-17  6.63E-18  2.07E-18  7.87E-19  2.88E-19  7.45E-20  2.65E-20
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.49E-35  9.39E-26  7.87E-20  1.47E-17
             1.33E-16  2.38E-16  1.62E-16  7.93E-17  2.44E-17  9.22E-18  3.37E-18  8.69E-19  3.09E-19
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.91E-34  1.38E-24  4.78E-19  4.26E-17
             3.15E-16  5.31E-16  3.57E-16  1.74E-16  5.36E-17  2.02E-17  7.38E-18  1.90E-18  6.78E-19
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.87E-35  5.33E-26  1.86E-20  1.80E-18
             1.37E-17  2.32E-17  1.57E-17  7.68E-18  2.36E-18  8.92E-19  3.26E-19  8.41E-20  2.99E-20
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.43E-37  2.76E-27  2.41E-21  3.95E-19
             3.34E-18  5.79E-18  3.91E-18  1.91E-18  5.86E-19  2.21E-19  8.07E-20  2.08E-20  7.41E-21
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.82E-38  5.31E-29  4.44E-23  7.32E-21
             6.29E-20  1.11E-19  7.58E-20  3.72E-20  1.15E-20  4.34E-21  1.58E-21  4.09E-22  1.45E-22
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.79E-40  1.17E-30  3.05E-24  6.40E-22
             6.12E-21  1.18E-20  8.28E-21  4.13E-21  1.29E-21  4.88E-22  1.79E-22  4.62E-23  1.64E-23

   INREP
   -----
     3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.34E-33  5.83E-25  1.64E-19  2.10E-15  4.24E-14
             1.29E-13  1.27E-13  7.12E-14  3.18E-14  9.27E-15  3.43E-15  1.24E-15  3.19E-16  1.13E-16
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.94E-45  6.37E-30  1.52E-22  1.89E-17  1.28E-15
             6.70E-15  8.66E-15  5.29E-15  2.46E-15  7.33E-16  2.74E-16  9.95E-17  2.56E-17  9.09E-18
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-31  2.11E-23  6.89E-18  7.33E-16
             4.82E-15  7.13E-15  4.56E-15  2.17E-15  6.55E-16  2.46E-16  8.94E-17  2.30E-17  8.19E-18
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.27E-32  7.73E-24  4.07E-18  5.27E-16
             3.82E-15  6.00E-15  3.90E-15  1.87E-15  5.69E-16  2.14E-16  7.80E-17  2.01E-17  7.15E-18
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.51E-33  4.06E-24  1.93E-18  2.51E-16
             1.90E-15  3.08E-15  2.03E-15  9.79E-16  2.99E-16  1.12E-16  4.10E-17  1.06E-17  3.76E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-33  2.69E-24  1.57E-18  2.16E-16
             1.68E-15  2.76E-15  1.83E-15  8.84E-16  2.70E-16  1.02E-16  3.71E-17  9.56E-18  3.40E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.61E-34  2.00E-24  1.37E-18  1.99E-16
             1.59E-15  2.66E-15  1.77E-15  8.59E-16  2.63E-16  9.90E-17  3.61E-17  9.32E-18  3.32E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.46E-34  1.53E-24  5.83E-19  6.06E-17
             4.75E-16  8.16E-16  5.51E-16  2.70E-16  8.30E-17  3.13E-17  1.14E-17  2.95E-18  1.05E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.19E-34  1.36E-24  5.60E-19  5.91E-17
             4.68E-16  8.08E-16  5.47E-16  2.68E-16  8.25E-17  3.12E-17  1.14E-17  2.94E-18  1.05E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.36E-34  1.22E-24  5.42E-19  5.87E-17
             4.70E-16  8.19E-16  5.55E-16  2.72E-16  8.39E-17  3.17E-17  1.16E-17  2.99E-18  1.06E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.60E-34  1.03E-24  4.89E-19  5.54E-17
             4.52E-16  7.93E-16  5.39E-16  2.65E-16  8.16E-17  3.08E-17  1.13E-17  2.91E-18  1.03E-18
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-34  9.35E-25  4.73E-19  5.52E-17
             4.55E-16  8.04E-16  5.48E-16  2.69E-16  8.30E-17  3.14E-17  1.15E-17  2.96E-18  1.05E-18
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.90E-34  8.50E-25  4.48E-19  5.31E-17
             4.40E-16  7.79E-16  5.31E-16  2.61E-16  8.06E-17  3.05E-17  1.11E-17  2.87E-18  1.02E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-34  8.04E-25  4.27E-19  5.02E-17
             4.16E-16  7.38E-16  5.04E-16  2.48E-16  7.65E-17  2.89E-17  1.06E-17  2.73E-18  9.70E-19
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-34  6.64E-25  3.86E-19  4.85E-17
             4.11E-16  7.37E-16  5.04E-16  2.49E-16  7.68E-17  2.90E-17  1.06E-17  2.74E-18  9.74E-19
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-34  5.57E-25  3.51E-19  4.70E-17
             4.07E-16  7.35E-16  5.04E-16  2.49E-16  7.69E-17  2.91E-17  1.06E-17  2.74E-18  9.76E-19
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.66E-35  4.72E-25  3.20E-19  4.53E-17
             3.99E-16  7.26E-16  4.99E-16  2.46E-16  7.62E-17  2.88E-17  1.05E-17  2.72E-18  9.68E-19
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.45E-35  3.65E-25  2.80E-19  4.31E-17
             3.88E-16  7.13E-16  4.91E-16  2.43E-16  7.51E-17  2.84E-17  1.04E-17  2.68E-18  9.54E-19
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.49E-35  2.64E-25  2.40E-19  4.07E-17
             3.75E-16  6.95E-16  4.80E-16  2.37E-16  7.35E-17  2.78E-17  1.02E-17  2.63E-18  9.35E-19
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.40E-35  1.47E-25  1.90E-19  3.75E-17
             3.56E-16  6.66E-16  4.61E-16  2.28E-16  7.07E-17  2.68E-17  9.79E-18  2.53E-18  8.99E-19
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-35  1.11E-25  1.72E-19  3.59E-17
             3.44E-16  6.46E-16  4.47E-16  2.22E-16  6.87E-17  2.60E-17  9.51E-18  2.46E-18  8.74E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-35  7.61E-26  1.51E-19  3.35E-17
