SEQ='C '     NUCCHG= 8                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  15626082.5   NPRNTI= 5   NPRNTF= 8
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P1             (2)1( 0.5)        0.0 
     2          2S2 2P1             (2)1( 1.5)      345.6 
     3          2S1 2P2             (4)1( 0.5)    66324.9 
     4          2S1 2P2             (4)1( 1.5)    66445.7 
     5          2S1 2P2             (4)1( 2.5)    66645.8 
     6          2S1 2P2             (2)2( 1.5)   130918.0*
     7          2S1 2P2             (2)2( 2.5)   130919.1*
     8          2S1 2P2             (2)1( 0.5)   168711.6*

   IC RESOLVED LEVEL INDEXING           BWNR=  15798840.8   NLVL= 941
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   697       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.38E-37  7.84E-25  5.37E-18  5.88E-16
             3.72E-15  5.36E-15  3.39E-15  1.61E-15  4.84E-16  1.81E-16  6.60E-17  1.70E-17  6.04E-18
   698       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.88E-37  2.44E-25  1.86E-18  2.35E-16
             1.67E-15  2.63E-15  1.72E-15  8.28E-16  2.52E-16  9.48E-17  3.46E-17  8.90E-18  3.17E-18
   699       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.23E-38  7.39E-26  6.03E-19  8.60E-17
             6.65E-16  1.10E-15  7.35E-16  3.57E-16  1.09E-16  4.11E-17  1.50E-17  3.87E-18  1.38E-18
   700       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.71E-38  6.37E-26  1.35E-18  3.12E-16
             2.95E-15  5.42E-15  3.71E-15  1.83E-15  5.64E-16  2.13E-16  7.78E-17  2.01E-17  7.15E-18
   701       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.55E-37  2.19E-25  1.89E-18  2.75E-16
             2.15E-15  3.58E-15  2.38E-15  1.16E-15  3.54E-16  1.33E-16  4.87E-17  1.26E-17  4.47E-18
   702       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.75E-37  7.54E-25  5.20E-18  5.61E-16
             3.49E-15  4.95E-15  3.12E-15  1.47E-15  4.42E-16  1.66E-16  6.02E-17  1.55E-17  5.51E-18
   703       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-37  3.06E-25  2.12E-18  2.31E-16
             1.45E-15  2.07E-15  1.31E-15  6.18E-16  1.86E-16  6.97E-17  2.54E-17  6.53E-18  2.32E-18
   704       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.01E-38  7.78E-26  5.64E-19  6.57E-17
             4.39E-16  6.60E-16  4.24E-16  2.02E-16  6.13E-17  2.30E-17  8.39E-18  2.16E-18  7.68E-19
   705       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.69E-37  2.32E-25  1.62E-18  1.76E-16
             1.11E-15  1.59E-15  1.00E-15  4.75E-16  1.43E-16  5.36E-17  1.95E-17  5.02E-18  1.79E-18
   706       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-37  1.14E-25  7.87E-19  8.44E-17
             5.22E-16  7.37E-16  4.62E-16  2.18E-16  6.55E-17  2.45E-17  8.92E-18  2.30E-18  8.16E-19
   707       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-37  1.50E-25  1.03E-18  1.11E-16
             6.84E-16  9.65E-16  6.06E-16  2.85E-16  8.57E-17  3.21E-17  1.17E-17  3.01E-18  1.07E-18
   708       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-38  8.86E-27  6.35E-20  7.28E-18
             4.79E-17  7.13E-17  4.56E-17  2.17E-17  6.57E-18  2.47E-18  8.98E-19  2.31E-19  8.23E-20
   709       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.29E-38  2.84E-26  1.98E-19  2.17E-17
             1.37E-16  1.98E-16  1.25E-16  5.91E-17  1.78E-17  6.67E-18  2.43E-18  6.25E-19  2.22E-19
   710       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.28E-39  2.84E-27  2.00E-20  2.20E-18
             1.40E-17  2.03E-17  1.29E-17  6.10E-18  1.84E-18  6.89E-19  2.51E-19  6.46E-20  2.30E-20
   711       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.82E-40  3.32E-28  2.59E-21  3.34E-19
             2.42E-18  3.84E-18  2.52E-18  1.21E-18  3.70E-19  1.39E-19  5.07E-20  1.31E-20  4.65E-21
   712       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.84E-39  3.33E-27  2.34E-20  2.58E-18
             1.64E-17  2.38E-17  1.51E-17  7.13E-18  2.15E-18  8.06E-19  2.93E-19  7.55E-20  2.69E-20
   713       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.11E-40  4.44E-28  3.42E-21  4.33E-19
             3.09E-18  4.86E-18  3.18E-18  1.53E-18  4.66E-19  1.75E-19  6.38E-20  1.65E-20  5.85E-21
   714       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-37  1.28E-25  1.31E-18  2.21E-16
             1.86E-15  3.23E-15  2.18E-15  1.06E-15  3.27E-16  1.23E-16  4.50E-17  1.16E-17  4.13E-18
   715       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.61E-38  3.21E-26  4.40E-19  8.78E-17
             7.91E-16  1.42E-15  9.68E-16  4.75E-16  1.46E-16  5.53E-17  2.02E-17  5.21E-18  1.85E-18
   716       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-37  1.90E-25  1.85E-18  3.01E-16
             2.49E-15  4.29E-15  2.89E-15  1.41E-15  4.33E-16  1.63E-16  5.96E-17  1.54E-17  5.47E-18
   717       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.80E-38  2.25E-26  2.00E-19  3.09E-17
             2.50E-16  4.26E-16  2.86E-16  1.39E-16  4.27E-17  1.61E-17  5.88E-18  1.52E-18  5.39E-19
   718       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-37  9.26E-26  8.37E-19  1.28E-16
             1.02E-15  1.73E-15  1.16E-15  5.63E-16  1.73E-16  6.51E-17  2.38E-17  6.13E-18  2.18E-18
   719       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-38  1.29E-26  9.00E-20  1.01E-17
             6.50E-17  9.53E-17  6.07E-17  2.88E-17  8.70E-18  3.26E-18  1.19E-18  3.06E-19  1.09E-19
   720       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.36E-37  2.02E-25  1.40E-18  1.52E-16
             9.51E-16  1.36E-15  8.56E-16  4.04E-16  1.22E-16  4.56E-17  1.66E-17  4.27E-18  1.52E-18
   721       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.07E-38  6.96E-26  5.02E-19  5.83E-17
             3.88E-16  5.83E-16  3.74E-16  1.78E-16  5.40E-17  2.03E-17  7.39E-18  1.90E-18  6.77E-19
   722       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.14E-38  4.32E-26  3.03E-19  3.43E-17
             2.24E-16  3.30E-16  2.11E-16  1.00E-16  3.03E-17  1.14E-17  4.14E-18  1.07E-18  3.80E-19
   723       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.95E-38  3.40E-26  2.45E-19  2.84E-17
             1.89E-16  2.83E-16  1.82E-16  8.66E-17  2.62E-17  9.85E-18  3.59E-18  9.24E-19  3.29E-19
   724       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.62E-37  1.39E-25  9.63E-19  1.05E-16
             6.59E-16  9.43E-16  5.95E-16  2.81E-16  8.47E-17  3.17E-17  1.15E-17  2.97E-18  1.06E-18
   725       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.21E-37  3.51E-25  2.46E-18  2.81E-16
             1.85E-15  2.75E-15  1.76E-15  8.38E-16  2.53E-16  9.51E-17  3.46E-17  8.92E-18  3.17E-18
   726       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.00E-38  1.73E-26  1.22E-19  1.37E-17
             8.81E-17  1.29E-16  8.20E-17  3.89E-17  1.17E-17  4.40E-18  1.60E-18  4.13E-19  1.47E-19
   727       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.53E-38  3.90E-26  2.71E-19  2.94E-17
             1.85E-16  2.64E-16  1.67E-16  7.88E-17  2.37E-17  8.88E-18  3.23E-18  8.32E-19  2.96E-19
   728       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.50E-39  6.47E-27  4.57E-20  5.11E-18
             3.30E-17  4.82E-17  3.07E-17  1.46E-17  4.40E-18  1.65E-18  6.00E-19  1.55E-19  5.50E-20
   729       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.70E-38  2.32E-26  1.61E-19  1.74E-17
             1.09E-16  1.56E-16  9.82E-17  4.63E-17  1.39E-17  5.23E-18  1.90E-18  4.90E-19  1.74E-19
   730       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.25E-40  5.41E-28  4.00E-21  4.80E-19
             3.28E-18  5.02E-18  3.25E-18  1.56E-18  4.72E-19  1.77E-19  6.46E-20  1.66E-20  5.92E-21
   731       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.07E-40  7.84E-28  5.70E-21  6.69E-19
             4.49E-18  6.78E-18  4.37E-18  2.09E-18  6.32E-19  2.37E-19  8.64E-20  2.23E-20  7.92E-21
   732       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.40E-40  2.07E-28  1.53E-21  1.84E-19
             1.26E-18  1.93E-18  1.25E-18  5.98E-19  1.81E-19  6.81E-20  2.48E-20  6.40E-21  2.28E-21
   733       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.43E-40  3.82E-28  2.75E-21  3.17E-19
             2.10E-18  3.13E-18  2.01E-18  9.55E-19  2.89E-19  1.09E-19  3.95E-20  1.02E-20  3.62E-21
   734       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-38  1.14E-26  1.05E-19  1.66E-17
             1.37E-16  2.34E-16  1.57E-16  7.68E-17  2.36E-17  8.89E-18  3.25E-18  8.37E-19  2.98E-19
   735       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-39  1.20E-27  8.65E-21  1.01E-18
             6.70E-18  1.01E-17  6.46E-18  3.08E-18  9.33E-19  3.50E-19  1.28E-19  3.29E-20  1.17E-20
   736       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-39  1.50E-27  1.08E-20  1.24E-18
             8.22E-18  1.23E-17  7.87E-18  3.75E-18  1.13E-18  4.26E-19  1.55E-19  3.99E-20  1.42E-20
   737       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.96E-38  4.28E-26  2.99E-19  3.27E-17
             2.06E-16  2.97E-16  1.88E-16  8.87E-17  2.67E-17  1.00E-17  3.64E-18  9.38E-19  3.34E-19
   738       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.87E-38  6.78E-26  4.69E-19  5.08E-17
             3.17E-16  4.52E-16  2.85E-16  1.34E-16  4.04E-17  1.52E-17  5.51E-18  1.42E-18  5.05E-19
   739       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-42  2.77E-30  2.12E-23  2.67E-21
             1.89E-20  2.97E-20  1.94E-20  9.34E-21  2.84E-21  1.07E-21  3.90E-22  1.00E-22  3.57E-23
   740       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-40  9.38E-29  6.43E-22  6.87E-20
             4.24E-19  5.98E-19  3.75E-19  1.76E-19  5.30E-20  1.99E-20  7.22E-21  1.86E-21  6.61E-22
   741       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.88E-37  3.33E-25  2.32E-18  2.54E-16
             1.61E-15  2.33E-15  1.47E-15  6.97E-16  2.10E-16  7.87E-17  2.86E-17  7.38E-18  2.62E-18
   742       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-37  1.74E-25  1.22E-18  1.35E-16
             8.62E-16  1.25E-15  7.94E-16  3.76E-16  1.13E-16  4.25E-17  1.55E-17  3.98E-18  1.42E-18
   743       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.36E-40  2.89E-28  1.99E-21  2.12E-19
             1.31E-18  1.84E-18  1.15E-18  5.43E-19  1.63E-19  6.11E-20  2.22E-20  5.72E-21  2.04E-21
   744       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-38  1.16E-26  7.94E-20  8.43E-18
             5.17E-17  7.25E-17  4.54E-17  2.14E-17  6.41E-18  2.40E-18  8.73E-19  2.25E-19  7.99E-20
   745       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-38  1.19E-26  8.14E-20  8.64E-18
             5.29E-17  7.42E-17  4.64E-17  2.18E-17  6.56E-18  2.45E-18  8.93E-19  2.30E-19  8.17E-20
   746       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.42E-38  5.50E-26  3.79E-19  4.09E-17
             2.55E-16  3.62E-16  2.28E-16  1.08E-16  3.24E-17  1.21E-17  4.41E-18  1.14E-18  4.04E-19
   747       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-37  1.61E-25  1.25E-18  1.62E-16
             1.17E-15  1.87E-15  1.22E-15  5.90E-16  1.80E-16  6.76E-17  2.47E-17  6.36E-18  2.26E-18
   748       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.21E-39  4.37E-27  3.08E-20  3.53E-18
             2.33E-17  3.47E-17  2.23E-17  1.06E-17  3.21E-18  1.20E-18  4.39E-19  1.13E-19  4.02E-20
   749       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-38  2.19E-26  1.51E-19  1.66E-17
             1.05E-16  1.52E-16  9.60E-17  4.54E-17  1.37E-17  5.13E-18  1.87E-18  4.81E-19  1.71E-19
   750       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.91E-37  5.77E-25  3.90E-18  4.18E-16
             2.59E-15  3.67E-15  2.31E-15  1.09E-15  3.27E-16  1.22E-16  4.46E-17  1.15E-17  4.08E-18
   751       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-38  1.47E-26  1.03E-19  1.15E-17
             7.37E-17  1.08E-16  6.85E-17  3.25E-17  9.81E-18  3.68E-18  1.34E-18  3.45E-19  1.23E-19
   752       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.05E-38  3.41E-26  2.54E-19  3.12E-17
             2.18E-16  3.40E-16  2.21E-16  1.06E-16  3.23E-17  1.21E-17  4.42E-18  1.14E-18  4.05E-19
   753       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.62E-38  1.40E-26  9.55E-20  1.01E-17
             6.22E-17  8.71E-17  5.45E-17  2.56E-17  7.69E-18  2.88E-18  1.05E-18  2.70E-19  9.58E-20
   754       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-38  9.23E-27  6.32E-20  6.72E-18
             4.12E-17  5.78E-17  3.61E-17  1.70E-17  5.10E-18  1.91E-18  6.95E-19  1.79E-19  6.36E-20
   755       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.32E-37  4.58E-25  3.14E-18  3.35E-16
             2.06E-15  2.89E-15  1.81E-15  8.52E-16  2.56E-16  9.58E-17  3.49E-17  8.97E-18  3.19E-18
   756       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.86E-40  2.48E-28  1.70E-21  1.81E-19
             1.11E-18  1.56E-18  9.77E-19  4.60E-19  1.38E-19  5.17E-20  1.88E-20  4.84E-21  1.72E-21
   757       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.13E-40  3.61E-28  2.49E-21  2.67E-19
             1.65E-18  2.33E-18  1.46E-18  6.87E-19  2.06E-19  7.73E-20  2.81E-20  7.24E-21  2.57E-21
   758       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.14E-37  2.71E-25  1.87E-18  2.00E-16
             1.24E-15  1.75E-15  1.10E-15  5.17E-16  1.55E-16  5.82E-17  2.12E-17  5.45E-18  1.94E-18
   759       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.70E-37  2.30E-25  1.61E-18  1.79E-16
             1.15E-15  1.69E-15  1.07E-15  5.09E-16  1.54E-16  5.76E-17  2.10E-17  5.40E-18  1.92E-18
   760       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.68E-38  8.38E-26  5.76E-19  6.14E-17
             3.78E-16  5.31E-16  3.33E-16  1.57E-16  4.70E-17  1.76E-17  6.41E-18  1.65E-18  5.86E-19
   761       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-42  1.36E-30  9.74E-24  1.10E-21
             7.20E-21  1.06E-20  6.78E-21  3.22E-21  9.74E-22  3.65E-22  1.33E-22  3.43E-23  1.22E-23
   762       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-37  9.67E-26  6.64E-19  7.07E-17
             4.34E-16  6.09E-16  3.81E-16  1.79E-16  5.39E-17  2.02E-17  7.33E-18  1.89E-18  6.71E-19
   763       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.08E-42  6.14E-30  4.27E-23  4.65E-21
             2.92E-20  4.18E-20  2.64E-20  1.25E-20  3.75E-21  1.41E-21  5.11E-22  1.32E-22  4.68E-23
   764       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.36E-38  1.17E-26  8.00E-20  8.50E-18
             5.22E-17  7.32E-17  4.58E-17  2.15E-17  6.47E-18  2.42E-18  8.81E-19  2.27E-19  8.06E-20
   765       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-39  1.98E-27  1.36E-20  1.46E-18
             9.00E-18  1.27E-17  7.95E-18  3.74E-18  1.12E-18  4.21E-19  1.53E-19  3.94E-20  1.40E-20
   766       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.56E-39  2.21E-27  1.53E-20  1.63E-18
             1.01E-17  1.42E-17  8.90E-18  4.19E-18  1.26E-18  4.72E-19  1.72E-19  4.42E-20  1.57E-20
   767       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.88E-38  2.49E-26  1.72E-19  1.85E-17
             1.15E-16  1.64E-16  1.03E-16  4.86E-17  1.46E-17  5.47E-18  1.99E-18  5.13E-19  1.82E-19
   768       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.92E-40  2.53E-28  1.75E-21  1.89E-19
             1.18E-18  1.68E-18  1.06E-18  4.98E-19  1.50E-19  5.61E-20  2.04E-20  5.25E-21  1.87E-21
   769       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.99E-39  2.59E-27  1.78E-20  1.90E-18
             1.17E-17  1.64E-17  1.03E-17  4.83E-18  1.45E-18  5.43E-19  1.97E-19  5.08E-20  1.81E-20
   770       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.42E-42  2.11E-30  1.60E-23  1.99E-21
             1.40E-20  2.18E-20  1.42E-20  6.81E-21  2.07E-21  7.78E-22  2.84E-22  7.31E-23  2.60E-23
   771       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.88E-42  5.11E-30  3.65E-23  4.16E-21
             2.72E-20  4.03E-20  2.57E-20  1.22E-20  3.70E-21  1.39E-21  5.06E-22  1.30E-22  4.63E-23
   772       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-37  8.70E-26  6.55E-19  8.19E-17
             5.80E-16  9.09E-16  5.93E-16  2.85E-16  8.67E-17  3.26E-17  1.19E-17  3.06E-18  1.09E-18
   773       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-40  9.09E-29  6.54E-22  7.52E-20
             4.96E-19  7.39E-19  4.73E-19  2.25E-19  6.82E-20  2.56E-20  9.32E-21  2.40E-21  8.54E-22
   774       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-40  1.05E-28  7.60E-22  8.75E-20
             5.78E-19  8.62E-19  5.52E-19  2.63E-19  7.96E-20  2.99E-20  1.09E-20  2.80E-21  9.97E-22
   775       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.56E-40  8.28E-28  5.77E-21  6.30E-19
             3.96E-18  5.67E-18  3.58E-18  1.69E-18  5.10E-19  1.91E-19  6.95E-20  1.79E-20  6.36E-21
   776       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-39  9.43E-28  6.57E-21  7.17E-19
             4.51E-18  6.46E-18  4.08E-18  1.93E-18  5.80E-19  2.17E-19  7.91E-20  2.04E-20  7.24E-21
   777       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.79E-39  3.29E-27  2.36E-20  2.70E-18
             1.77E-17  2.63E-17  1.68E-17  8.00E-18  2.42E-18  9.08E-19  3.31E-19  8.52E-20  3.03E-20
   778       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.49E-39  8.23E-27  5.79E-20  6.41E-18
             4.09E-17  5.92E-17  3.76E-17  1.78E-17  5.36E-18  2.01E-18  7.32E-19  1.89E-19  6.70E-20
   779       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.76E-40  3.26E-28  2.28E-21  2.49E-19
             1.57E-18  2.26E-18  1.43E-18  6.75E-19  2.03E-19  7.61E-20  2.77E-20  7.13E-21  2.54E-21
   780       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-40  3.74E-28  2.61E-21  2.86E-19
             1.80E-18  2.59E-18  1.64E-18  7.74E-19  2.33E-19  8.74E-20  3.18E-20  8.19E-21  2.91E-21
   781       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-38  2.77E-26  1.92E-19  2.07E-17
             1.29E-16  1.84E-16  1.16E-16  5.47E-17  1.64E-17  6.16E-18  2.24E-18  5.77E-19  2.05E-19
   782       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.06E-38  4.38E-26  3.02E-19  3.24E-17
             2.00E-16  2.83E-16  1.77E-16  8.36E-17  2.51E-17  9.41E-18  3.42E-18  8.81E-19  3.13E-19
   783       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.27E-38  1.10E-26  7.67E-20  8.33E-18
             5.21E-17  7.44E-17  4.69E-17  2.21E-17  6.66E-18  2.50E-18  9.08E-19  2.34E-19  8.31E-20
   784       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.35E-38  2.04E-26  1.41E-19  1.52E-17
             9.44E-17  1.34E-16  8.42E-17  3.97E-17  1.19E-17  4.47E-18  1.63E-18  4.19E-19  1.49E-19
   785       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.74E-38  6.68E-26  4.68E-19  5.16E-17
             3.28E-16  4.74E-16  3.00E-16  1.42E-16  4.28E-17  1.60E-17  5.84E-18  1.50E-18  5.35E-19
   786       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.10E-38  1.81E-26  1.25E-19  1.35E-17
             8.41E-17  1.19E-16  7.51E-17  3.54E-17  1.06E-17  3.99E-18  1.45E-18  3.74E-19  1.33E-19
   787       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.87E-37  2.48E-25  1.70E-18  1.82E-16
             1.13E-15  1.59E-15  9.95E-16  4.69E-16  1.41E-16  5.27E-17  1.92E-17  4.94E-18  1.76E-18
   788       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.96E-38  7.75E-26  5.52E-19  6.26E-17
             4.08E-16  6.01E-16  3.84E-16  1.82E-16  5.51E-17  2.07E-17  7.53E-18  1.94E-18  6.90E-19
   789       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-37  1.24E-25  8.69E-19  9.53E-17
             6.03E-16  8.69E-16  5.50E-16  2.60E-16  7.83E-17  2.94E-17  1.07E-17  2.75E-18  9.78E-19
   790       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.76E-38  4.14E-26  3.14E-19  3.90E-17
             2.74E-16  4.27E-16  2.78E-16  1.34E-16  4.06E-17  1.53E-17  5.57E-18  1.44E-18  5.11E-19
   791       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-37  1.28E-25  9.79E-19  1.25E-16
             8.93E-16  1.41E-15  9.24E-16  4.45E-16  1.35E-16  5.09E-17  1.86E-17  4.79E-18  1.70E-18
   792       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.72E-37  2.29E-25  1.58E-18  1.73E-16
             1.09E-15  1.57E-15  9.96E-16  4.71E-16  1.42E-16  5.32E-17  1.94E-17  4.98E-18  1.77E-18
   793       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.99E-38  2.58E-26  2.19E-19  3.14E-17
             2.42E-16  4.01E-16  2.67E-16  1.29E-16  3.96E-17  1.49E-17  5.44E-18  1.40E-18  4.99E-19
   794       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.71E-38  4.97E-26  4.61E-19  7.18E-17
             5.82E-16  9.91E-16  6.64E-16  3.24E-16  9.92E-17  3.74E-17  1.37E-17  3.52E-18  1.25E-18
   795       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.03E-38  4.36E-26  3.62E-19  5.06E-17
