SEQ='SI'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 114332270.4   NPRNTI=10   NPRNTF=55
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
  1583       3.83E-22  2.74E-22  1.79E-22  1.34E-22  1.05E-22  8.42E-23  7.62E-23  6.84E-23  5.15E-23  3.50E-23
             2.04E-23  8.04E-24  3.50E-24  1.41E-24  3.91E-25  1.43E-25  5.15E-26  1.32E-26  4.69E-27
  1584       2.30E-22  1.65E-22  1.08E-22  8.07E-23  6.33E-23  5.11E-23  4.64E-23  4.19E-23  3.16E-23  2.16E-23
             1.26E-23  4.97E-24  2.16E-24  8.71E-25  2.42E-25  8.85E-26  3.19E-26  8.17E-27  2.90E-27
  1585       1.00E-33  7.16E-34  4.68E-34  3.49E-34  2.71E-34  2.13E-34  1.87E-34  1.61E-34  1.13E-34  7.33E-35
             4.06E-35  1.52E-35  6.43E-36  2.54E-36  6.99E-37  2.55E-37  9.18E-38  2.35E-38  8.33E-39
  1586       7.66E-35  5.48E-35  3.58E-35  2.67E-35  2.07E-35  1.63E-35  1.43E-35  1.23E-35  8.67E-36  5.61E-36
             3.11E-36  1.16E-36  4.92E-37  1.95E-37  5.35E-38  1.95E-38  7.03E-39  1.80E-39  6.38E-40
  1595       6.43E-21  4.64E-21  3.11E-21  2.43E-21  2.10E-21  2.31E-21  3.40E-21  6.16E-21  1.42E-20  2.36E-20
             3.32E-20  3.87E-20  3.49E-20  2.63E-20  1.42E-20  7.60E-21  3.64E-21  1.20E-21  4.82E-22
  1608       2.14E-21  1.54E-21  1.03E-21  8.08E-22  6.97E-22  7.70E-22  1.14E-21  2.06E-21  4.75E-21  7.91E-21
             1.11E-20  1.30E-20  1.17E-20  8.81E-21  4.76E-21  2.55E-21  1.22E-21  4.03E-22  1.62E-22
  1617       3.31E-33  2.39E-33  1.62E-33  1.28E-33  1.14E-33  1.39E-33  2.37E-33  5.12E-33  1.44E-32  2.67E-32
             4.03E-32  4.98E-32  4.59E-32  3.51E-32  1.91E-32  1.02E-32  4.90E-33  1.62E-33  6.46E-34
  1650       1.33E-35  9.53E-36  6.24E-36  4.66E-36  3.64E-36  2.88E-36  2.55E-36  2.22E-36  1.58E-36  1.03E-36
             5.70E-37  2.14E-37  9.05E-38  3.58E-38  9.85E-39  3.60E-39  1.29E-39  3.31E-40  1.17E-40
  1651       5.55E-24  4.01E-24  2.69E-24  2.11E-24  1.83E-24  2.06E-24  3.09E-24  5.69E-24  1.33E-23  2.22E-23
             3.13E-23  3.66E-23  3.30E-23  2.48E-23  1.34E-23  7.19E-24  3.45E-24  1.14E-24  4.56E-25
  1652       1.62E-23  1.16E-23  7.67E-24  5.83E-24  4.73E-24  4.20E-24  4.42E-24  4.98E-24  5.75E-24  5.96E-24
             5.76E-24  5.02E-24  4.26E-24  3.42E-24  2.31E-24  1.57E-24  9.73E-25  4.48E-25  2.24E-25
  1653       2.67E-34  1.91E-34  1.27E-34  9.62E-35  7.79E-35  6.93E-35  7.29E-35  8.23E-35  9.50E-35  9.86E-35
             9.52E-35  8.30E-35  7.04E-35  5.65E-35  3.83E-35  2.60E-35  1.61E-35  7.41E-36  3.71E-36
  1654       6.65E-34  4.77E-34  3.16E-34  2.40E-34  1.95E-34  1.73E-34  1.82E-34  2.06E-34  2.38E-34  2.47E-34
             2.39E-34  2.08E-34  1.77E-34  1.42E-34  9.60E-35  6.51E-35  4.04E-35  1.86E-35  9.31E-36
  1655       5.57E-35  4.03E-35  2.73E-35  2.16E-35  1.93E-35  2.40E-35  4.18E-35  9.18E-35  2.62E-34  4.87E-34
             7.36E-34  9.11E-34  8.40E-34  6.42E-34  3.49E-34  1.88E-34  8.98E-35  2.96E-35  1.18E-35
  1656       1.89E-35  1.37E-35  9.26E-36  7.36E-36  6.59E-36  8.24E-36  1.44E-35  3.17E-35  9.07E-35  1.69E-34
             2.56E-34  3.17E-34  2.92E-34  2.23E-34  1.21E-34  6.52E-35  3.12E-35  1.03E-35  4.12E-36
  1657       3.19E-34  2.29E-34  1.52E-34  1.16E-34  9.44E-35  8.51E-35  9.07E-35  1.04E-34  1.21E-34  1.26E-34
             1.23E-34  1.07E-34  9.10E-35  7.31E-35  4.95E-35  3.36E-35  2.08E-35  9.60E-36  4.81E-36
  1658       2.64E-21  1.91E-21  1.29E-21  1.02E-21  9.05E-22  1.07E-21  1.69E-21  3.24E-21  7.78E-21  1.32E-20
             1.87E-20  2.20E-20  1.99E-20  1.50E-20  8.10E-21  4.34E-21  2.08E-21  6.87E-22  2.76E-22
  1659       4.56E-22  3.29E-22  2.23E-22  1.76E-22  1.56E-22  1.85E-22  2.91E-22  5.59E-22  1.34E-21  2.28E-21
             3.23E-21  3.80E-21  3.43E-21  2.59E-21  1.40E-21  7.50E-22  3.59E-22  1.19E-22  4.76E-23
  1660       3.62E-22  2.62E-22  1.77E-22  1.40E-22  1.24E-22  1.47E-22  2.32E-22  4.45E-22  1.07E-21  1.81E-21
             2.57E-21  3.02E-21  2.73E-21  2.06E-21  1.11E-21  5.97E-22  2.86E-22  9.45E-23  3.79E-23
  1661       4.00E-23  2.88E-23  1.94E-23  1.53E-23  1.32E-23  1.44E-23  1.99E-23  3.19E-23  6.00E-23  8.66E-23
             1.09E-22  1.15E-22  9.86E-23  7.20E-23  3.79E-23  2.01E-23  9.54E-24  3.13E-24  1.25E-24
  1662       1.66E-34  1.20E-34  8.21E-35  6.61E-35  6.09E-35  8.19E-35  1.53E-34  3.55E-34  1.05E-33  1.99E-33
             3.04E-33  3.78E-33  3.50E-33  2.67E-33  1.46E-33  7.83E-34  3.75E-34  1.24E-34  4.94E-35
  1663       5.25E-22  3.79E-22  2.57E-22  2.03E-22  1.79E-22  2.02E-22  2.88E-22  4.74E-22  9.09E-22  1.32E-21
             1.67E-21  1.77E-21  1.52E-21  1.11E-21  5.86E-22  3.11E-22  1.48E-22  4.85E-23  1.94E-23
  1664       7.46E-20  5.37E-20  3.58E-20  2.75E-20  2.27E-20  2.11E-20  2.32E-20  2.77E-20  3.57E-20  4.11E-20
             4.37E-20  4.03E-20  3.26E-20  2.29E-20  1.17E-20  6.14E-21  2.90E-21  9.45E-22  3.77E-22
  1665       1.78E-22  1.29E-22  8.71E-23  6.90E-23  6.10E-23  6.94E-23  1.00E-22  1.66E-22  3.20E-22  4.66E-22
             5.89E-22  6.25E-22  5.38E-22  3.93E-22  2.07E-22  1.10E-22  5.22E-23  1.71E-23  6.85E-24
  1666       2.49E-20  1.79E-20  1.19E-20  9.18E-21  7.59E-21  7.05E-21  7.75E-21  9.27E-21  1.20E-20  1.38E-20
             1.47E-20  1.35E-20  1.09E-20  7.69E-21  3.93E-21  2.06E-21  9.71E-22  3.17E-22  1.26E-22
  1667       7.28E-35  5.30E-35  3.65E-35  2.98E-35  2.79E-35  3.67E-35  5.93E-35  1.05E-34  2.03E-34  2.87E-34
             3.49E-34  3.56E-34  2.99E-34  2.15E-34  1.12E-34  5.87E-35  2.77E-35  9.02E-36  3.59E-36
  1668       4.72E-23  3.40E-23  2.26E-23  1.74E-23  1.45E-23  1.35E-23  1.49E-23  1.80E-23  2.33E-23  2.69E-23
             2.86E-23  2.64E-23  2.14E-23  1.50E-23  7.70E-24  4.03E-24  1.90E-24  6.20E-25  2.47E-25
  1669       9.41E-37  6.85E-37  4.72E-37  3.86E-37  3.64E-37  4.82E-37  7.84E-37  1.39E-36  2.71E-36  3.84E-36
             4.67E-36  4.76E-36  4.01E-36  2.89E-36  1.50E-36  7.86E-37  3.71E-37  1.21E-37  4.81E-38
  1670       2.80E-22  2.02E-22  1.35E-22  1.04E-22  8.61E-23  8.07E-23  8.94E-23  1.08E-22  1.40E-22  1.62E-22
             1.72E-22  1.59E-22  1.29E-22  9.06E-23  4.64E-23  2.43E-23  1.14E-23  3.73E-24  1.49E-24
  1671       2.97E-36  2.16E-36  1.49E-36  1.22E-36  1.15E-36  1.53E-36  2.49E-36  4.43E-36  8.62E-36  1.22E-35
             1.49E-35  1.52E-35  1.28E-35  9.19E-36  4.77E-36  2.50E-36  1.18E-36  3.85E-37  1.53E-37
  1672       2.27E-21  1.64E-21  1.12E-21  8.87E-22  7.88E-22  9.08E-22  1.32E-21  2.21E-21  4.30E-21  6.29E-21
             7.95E-21  8.46E-21  7.28E-21  5.33E-21  2.81E-21  1.49E-21  7.07E-22  2.32E-22  9.28E-23
  1673       4.24E-23  3.07E-23  2.10E-23  1.69E-23  1.54E-23  1.96E-23  3.32E-23  6.71E-23  1.68E-22  2.89E-22
             4.14E-22  4.89E-22  4.43E-22  3.35E-22  1.81E-22  9.72E-23  4.66E-23  1.54E-23  6.17E-24
  1674       3.28E-36  2.38E-36  1.65E-36  1.35E-36  1.28E-36  1.72E-36  2.82E-36  5.05E-36  9.89E-36  1.41E-35
             1.71E-35  1.75E-35  1.47E-35  1.06E-35  5.50E-36  2.89E-36  1.36E-36  4.44E-37  1.77E-37
  1675       7.74E-21  5.57E-21  3.72E-21  2.88E-21  2.40E-21  2.28E-21  2.56E-21  3.12E-21  4.09E-21  4.75E-21
             5.07E-21  4.69E-21  3.80E-21  2.68E-21  1.37E-21  7.17E-22  3.38E-22  1.10E-22  4.40E-23
  1676       4.77E-20  3.43E-20  2.30E-20  1.77E-20  1.48E-20  1.41E-20  1.58E-20  1.92E-20  2.53E-20  2.93E-20
             3.13E-20  2.89E-20  2.34E-20  1.65E-20  8.46E-21  4.42E-21  2.09E-21  6.81E-22  2.71E-22
  1677       7.75E-21  5.58E-21  3.73E-21  2.89E-21  2.41E-21  2.29E-21  2.57E-21  3.14E-21  4.13E-21  4.79E-21
             5.12E-21  4.73E-21  3.83E-21  2.70E-21  1.38E-21  7.23E-22  3.41E-22  1.11E-22  4.44E-23
  1678       2.12E-33  1.54E-33  1.06E-33  8.70E-34  8.24E-34  1.16E-33  2.17E-33  4.70E-33  1.20E-32  2.03E-32
             2.82E-32  3.22E-32  2.86E-32  2.13E-32  1.13E-32  6.01E-33  2.86E-33  9.36E-34  3.74E-34
  1679       2.26E-22  1.64E-22  1.11E-22  8.90E-23  7.98E-23  9.41E-23  1.40E-22  2.37E-22  4.67E-22  6.87E-22
             8.71E-22  9.28E-22  8.00E-22  5.86E-22  3.09E-22  1.64E-22  7.78E-23  2.55E-23  1.02E-23
  1680       7.70E-22  5.55E-22  3.71E-22  2.88E-22  2.41E-22  2.32E-22  2.62E-22  3.22E-22  4.26E-22  4.96E-22
             5.32E-22  4.92E-22  3.99E-22  2.81E-22  1.44E-22  7.53E-23  3.55E-23  1.16E-23  4.62E-24
  1681       1.42E-21  1.03E-21  6.99E-22  5.56E-22  4.92E-22  5.49E-22  7.34E-22  1.04E-21  1.44E-21  1.51E-21
             1.29E-21  7.91E-22  4.53E-22  2.27E-22  7.81E-23  3.19E-23  1.23E-23  3.34E-24  1.21E-24
  1682       7.66E-21  5.55E-21  3.77E-21  2.99E-21  2.65E-21  2.96E-21  3.96E-21  5.62E-21  7.78E-21  8.12E-21
             6.96E-21  4.27E-21  2.44E-21  1.23E-21  4.21E-22  1.72E-22  6.66E-23  1.80E-23  6.53E-24
  1683       1.75E-21  1.27E-21  8.60E-22  6.84E-22  6.06E-22  6.76E-22  9.04E-22  1.28E-21  1.78E-21  1.86E-21
             1.59E-21  9.76E-22  5.59E-22  2.80E-22  9.63E-23  3.93E-23  1.52E-23  4.12E-24  1.49E-24
  1684       5.08E-21  3.68E-21  2.51E-21  2.01E-21  1.81E-21  2.17E-21  3.25E-21  5.58E-21  1.10E-20  1.63E-20
             2.07E-20  2.21E-20  1.90E-20  1.39E-20  7.34E-21  3.89E-21  1.85E-21  6.08E-22  2.43E-22
  1685       6.98E-23  5.06E-23  3.45E-23  2.77E-23  2.50E-23  3.00E-23  4.52E-23  7.76E-23  1.54E-22  2.28E-22
             2.89E-22  3.08E-22  2.66E-22  1.95E-22  1.03E-22  5.44E-23  2.59E-23  8.50E-24  3.40E-24
  1686       4.53E-24  3.28E-24  2.24E-24  1.79E-24  1.60E-24  1.81E-24  2.47E-24  3.55E-24  4.98E-24  5.22E-24
             4.48E-24  2.75E-24  1.58E-24  7.93E-25  2.73E-25  1.11E-25  4.31E-26  1.16E-26  4.22E-27
  1687       9.24E-23  6.71E-23  4.59E-23  3.69E-23  3.36E-23  4.10E-23  6.28E-23  1.09E-22  2.19E-22  3.24E-22
             4.12E-22  4.40E-22  3.80E-22  2.78E-22  1.47E-22  7.78E-23  3.70E-23  1.22E-23  4.86E-24
  1688       5.52E-23  4.01E-23  2.76E-23  2.25E-23  2.10E-23  2.69E-23  4.29E-23  7.70E-23  1.58E-22  2.36E-22
             3.02E-22  3.24E-22  2.80E-22  2.06E-22  1.08E-22  5.75E-23  2.74E-23  8.98E-24  3.59E-24
  1689       3.20E-20  2.33E-20  1.60E-20  1.30E-20  1.18E-20  1.32E-20  1.64E-20  2.04E-20  2.32E-20  2.12E-20
             1.64E-20  9.18E-21  5.02E-21  2.44E-21  8.18E-22  3.30E-22  1.27E-22  3.41E-23  1.24E-23
  1690       8.89E-21  6.47E-21  4.45E-21  3.61E-21  3.28E-21  3.67E-21  4.57E-21  5.68E-21  6.45E-21  5.91E-21
             4.58E-21  2.55E-21  1.40E-21  6.79E-22  2.28E-22  9.19E-23  3.53E-23  9.50E-24  3.44E-24
  1691       7.01E-34  5.10E-34  3.52E-34  2.86E-34  2.62E-34  2.99E-34  3.80E-34  4.83E-34  5.62E-34  5.22E-34
             4.08E-34  2.29E-34  1.26E-34  6.12E-35  2.06E-35  8.32E-36  3.20E-36  8.62E-37  3.12E-37
  1692       8.30E-22  6.04E-22  4.16E-22  3.38E-22  3.08E-22  3.46E-22  4.32E-22  5.38E-22  6.12E-22  5.62E-22
             4.35E-22  2.43E-22  1.33E-22  6.47E-23  2.17E-23  8.75E-24  3.36E-24  9.05E-25  3.27E-25
  1693       1.20E-21  8.71E-22  6.00E-22  4.88E-22  4.44E-22  5.00E-22  6.25E-22  7.80E-22  8.88E-22  8.15E-22
             6.31E-22  3.53E-22  1.93E-22  9.39E-23  3.15E-23  1.27E-23  4.88E-24  1.31E-24  4.75E-25
  1694       5.91E-21  4.30E-21  2.97E-21  2.41E-21  2.20E-21  2.47E-21  3.09E-21  3.86E-21  4.40E-21  4.04E-21
             3.13E-21  1.75E-21  9.56E-22  4.65E-22  1.56E-22  6.30E-23  2.42E-23  6.51E-24  2.36E-24
  1695       9.35E-22  6.81E-22  4.69E-22  3.81E-22  3.48E-22  3.92E-22  4.91E-22  6.14E-22  7.00E-22  6.43E-22
             4.98E-22  2.78E-22  1.52E-22  7.41E-23  2.48E-23  1.00E-23  3.85E-24  1.04E-24  3.75E-25
  1696       3.95E-23  2.88E-23  1.99E-23  1.62E-23  1.48E-23  1.69E-23  2.13E-23  2.67E-23  3.06E-23  2.81E-23
             2.18E-23  1.22E-23  6.68E-24  3.25E-24  1.09E-24  4.40E-25  1.69E-25  4.55E-26  1.65E-26
  1697       2.47E-35  1.80E-35  1.25E-35  1.02E-35  9.40E-36  1.09E-35  1.40E-35  1.80E-35  2.11E-35  1.97E-35
             1.54E-35  8.67E-36  4.76E-36  2.32E-36  7.79E-37  3.15E-37  1.21E-37  3.27E-38  1.18E-38
  1698       1.36E-37  9.89E-38  6.84E-38  5.60E-38  5.17E-38  6.01E-38  7.75E-38  9.96E-38  1.17E-37  1.09E-37
             8.53E-38  4.80E-38  2.63E-38  1.28E-38  4.31E-39  1.74E-39  6.72E-40  1.81E-40  6.55E-41
  1699       1.25E-22  9.09E-23  6.28E-23  5.13E-23  4.72E-23  5.40E-23  6.84E-23  8.62E-23  9.89E-23  9.11E-23
             7.08E-23  3.96E-23  2.17E-23  1.05E-23  3.54E-24  1.43E-24  5.49E-25  1.48E-25  5.34E-26
  1700       2.09E-34  1.52E-34  1.05E-34  8.47E-35  7.60E-35  8.07E-35  9.26E-35  1.03E-34  1.01E-34  8.33E-35
             5.97E-35  3.13E-35  1.67E-35  7.97E-36  2.60E-36  1.03E-36  3.90E-37  1.03E-37  3.72E-38
  1701       7.96E-22  5.81E-22  4.02E-22  3.30E-22  3.05E-22  3.53E-22  4.52E-22  5.73E-22  6.61E-22  6.10E-22
             4.75E-22  2.66E-22  1.46E-22  7.09E-23  2.38E-23  9.60E-24  3.69E-24  9.93E-25  3.59E-25
  1702       3.47E-35  2.53E-35  1.76E-35  1.44E-35  1.35E-35  1.59E-35  2.07E-35  2.69E-35  3.17E-35  2.97E-35
             2.33E-35  1.31E-35  7.20E-36  3.51E-36  1.18E-36  4.77E-37  1.84E-37  4.95E-38  1.79E-38
  1703       9.29E-21  6.77E-21  4.69E-21  3.85E-21  3.56E-21  4.13E-21  5.29E-21  6.71E-21  7.75E-21  7.16E-21
             5.57E-21  3.12E-21  1.71E-21  8.31E-22  2.79E-22  1.13E-22  4.33E-23  1.16E-23  4.22E-24
  1704       7.47E-23  5.45E-23  3.78E-23  3.10E-23  2.87E-23  3.34E-23  4.27E-23  5.43E-23  6.27E-23  5.79E-23
             4.51E-23  2.53E-23  1.38E-23  6.73E-24  2.26E-24  9.12E-25  3.51E-25  9.43E-26  3.41E-26
  1705       1.31E-23  9.53E-24  6.62E-24  5.44E-24  5.06E-24  5.93E-24  7.64E-24  9.76E-24  1.13E-23  1.05E-23
             8.15E-24  4.57E-24  2.50E-24  1.22E-24  4.09E-25  1.65E-25  6.35E-26  1.71E-26  6.18E-27
  1706       4.16E-35  3.04E-35  2.10E-35  1.71E-35  1.57E-35  1.71E-35  2.01E-35  2.29E-35  2.26E-35  1.88E-35
             1.35E-35  7.13E-36  3.81E-36  1.82E-36  5.95E-37  2.36E-37  8.92E-38  2.37E-38  8.51E-39
  1707       3.75E-21  2.76E-21  1.98E-21  1.71E-21  1.74E-21  2.46E-21  3.62E-21  4.95E-21  5.55E-21  4.60E-21
             3.06E-21  1.35E-21  6.15E-22  2.55E-22  7.23E-23  2.67E-23  9.66E-24  2.48E-24  8.82E-25
  1708       1.92E-20  1.42E-20  1.01E-20  8.75E-21  8.94E-21  1.26E-20  1.86E-20  2.54E-20  2.85E-20  2.36E-20
             1.57E-20  6.92E-21  3.16E-21  1.31E-21  3.72E-22  1.37E-22  4.97E-23  1.27E-23  4.53E-24
  1709       4.86E-21  3.58E-21  2.56E-21  2.21E-21  2.26E-21  3.19E-21  4.71E-21  6.44E-21  7.22E-21  5.99E-21
             3.98E-21  1.75E-21  8.01E-22  3.32E-22  9.41E-23  3.48E-23  1.26E-23  3.23E-24  1.15E-24
  1710       1.81E-19  1.33E-19  9.36E-20  7.84E-20  7.46E-20  8.69E-20  1.04E-19  1.15E-19  1.01E-19  7.27E-20
             4.37E-20  1.76E-20  7.71E-21  3.11E-21  8.67E-22  3.18E-22  1.15E-22  2.93E-23  1.04E-23
  1711       4.74E-20  3.48E-20  2.45E-20  2.05E-20  1.95E-20  2.28E-20  2.72E-20  3.00E-20  2.64E-20  1.91E-20
             1.15E-20  4.61E-21  2.02E-21  8.17E-22  2.27E-22  8.33E-23  3.00E-23  7.69E-24  2.73E-24
  1712       7.67E-34  5.62E-34  3.96E-34  3.32E-34  3.18E-34  3.73E-34  4.49E-34  4.99E-34  4.43E-34  3.22E-34
             1.94E-34  7.85E-35  3.45E-35  1.39E-35  3.89E-36  1.42E-36  5.14E-37  1.32E-37  4.67E-38
  1713       5.07E-22  3.72E-22  2.62E-22  2.20E-22  2.10E-22  2.46E-22  2.95E-22  3.27E-22  2.88E-22  2.08E-22
             1.25E-22  5.04E-23  2.21E-23  8.92E-24  2.48E-24  9.10E-25  3.28E-25  8.41E-26  2.98E-26
  1714       9.60E-21  7.04E-21  4.96E-21  4.17E-21  3.98E-21  4.67E-21  5.61E-21  6.21E-21  5.47E-21  3.96E-21
             2.38E-21  9.57E-22  4.20E-22  1.70E-22  4.72E-23  1.73E-23  6.24E-24  1.60E-24  5.67E-25
  1715       2.67E-21  1.96E-21  1.38E-21  1.16E-21  1.11E-21  1.30E-21  1.57E-21  1.74E-21  1.53E-21  1.11E-21
             6.65E-22  2.68E-22  1.17E-22  4.74E-23  1.32E-23  4.84E-24  1.75E-24  4.47E-25  1.59E-25
  1716       9.49E-23  6.97E-23  4.92E-23  4.14E-23  3.98E-23  4.70E-23  5.68E-23  6.31E-23  5.58E-23  4.04E-23
             2.43E-23  9.78E-24  4.29E-24  1.73E-24  4.83E-25  1.77E-25  6.38E-26  1.63E-26  5.80E-27
  1717       3.31E-22  2.43E-22  1.72E-22  1.45E-22  1.40E-22  1.66E-22  2.02E-22  2.25E-22  1.99E-22  1.44E-22
             8.68E-23  3.50E-23  1.54E-23  6.21E-24  1.73E-24  6.34E-25  2.28E-25  5.85E-26  2.08E-26
  1718       1.23E-33  9.01E-34  6.37E-34  5.38E-34  5.21E-34  6.24E-34  7.62E-34  8.55E-34  7.63E-34  5.56E-34
             3.36E-34  1.36E-34  5.99E-35  2.42E-35  6.75E-36  2.48E-36  8.93E-37  2.29E-37  8.12E-38
  1719       4.87E-37  3.57E-37  2.53E-37  2.14E-37  2.07E-37  2.49E-37  3.04E-37  3.42E-37  3.05E-37  2.23E-37
             1.35E-37  5.45E-38  2.40E-38  9.70E-39  2.70E-39  9.92E-40  3.58E-40  9.16E-41  3.25E-41
  1720       1.76E-21  1.29E-21  9.15E-22  7.75E-22  7.52E-22  9.04E-22  1.10E-21  1.24E-21  1.10E-21  7.97E-22
             4.80E-22  1.94E-22  8.51E-23  3.44E-23  9.58E-24  3.51E-24  1.27E-24  3.24E-25  1.15E-25
  1721       4.51E-36  3.31E-36  2.34E-36  1.97E-36  1.88E-36  2.16E-36  2.49E-36  2.62E-36  2.14E-36  1.46E-36
             8.28E-37  3.14E-37  1.34E-37  5.29E-38  1.45E-38  5.31E-39  1.91E-39  4.88E-40  1.73E-40
  1722       4.74E-21  3.48E-21  2.47E-21  2.10E-21  2.04E-21  2.47E-21  3.03E-21  3.41E-21  3.03E-21  2.20E-21
             1.33E-21  5.36E-22  2.35E-22  9.52E-23  2.65E-23  9.72E-24  3.50E-24  8.98E-25  3.19E-25
  1723       3.67E-20  2.70E-20  1.92E-20  1.63E-20  1.59E-20  1.92E-20  2.36E-20  2.65E-20  2.36E-20  1.72E-20
             1.03E-20  4.18E-21  1.83E-21  7.41E-22  2.06E-22  7.57E-23  2.73E-23  6.99E-24  2.48E-24
  1724       7.51E-23  5.55E-23  4.01E-23  3.53E-23  3.72E-23  5.53E-23  8.42E-23  1.18E-22  1.34E-22  1.12E-22
             7.47E-23  3.30E-23  1.51E-23  6.26E-24  1.78E-24  6.56E-25  2.37E-25  6.10E-26  2.17E-26
  1725       9.23E-34  6.80E-34  4.85E-34  4.14E-34  4.08E-34  5.05E-34  6.29E-34  7.17E-34  6.47E-34  4.74E-34
             2.87E-34  1.17E-34  5.13E-35  2.08E-35  5.79E-36  2.13E-36  7.66E-37  1.96E-37  6.97E-38
  1726       2.43E-23  1.79E-23  1.27E-23  1.09E-23  1.07E-23  1.32E-23  1.63E-23  1.85E-23  1.65E-23  1.20E-23
             7.27E-24  2.94E-24  1.29E-24  5.22E-25  1.45E-25  5.33E-26  1.92E-26  4.92E-27  1.75E-27
  1727       2.19E-23  1.61E-23  1.15E-23  9.87E-24  9.77E-24  1.22E-23  1.52E-23  1.72E-23  1.55E-23  1.13E-23
             6.84E-24  2.77E-24  1.22E-24  4.92E-25  1.37E-25  5.02E-26  1.81E-26  4.64E-27  1.65E-27
  1728       1.01E-34  7.44E-35  5.29E-35  4.50E-35  4.37E-35  5.16E-35  6.08E-35  6.47E-35  5.34E-35  3.65E-35
             2.08E-35  7.91E-36  3.37E-36  1.34E-36  3.67E-37  1.34E-37  4.82E-38  1.23E-38  4.37E-39
  1729       1.27E-35  9.35E-36  6.65E-36  5.65E-36  5.50E-36  6.50E-36  7.66E-36  8.16E-36  6.72E-36  4.60E-36
             2.63E-36  9.98E-37  4.24E-37  1.68E-37  4.63E-38  1.69E-38  6.08E-39  1.55E-39  5.52E-40
  1810       1.57E-36  1.15E-36  8.26E-37  7.09E-37  6.99E-37  8.46E-37  1.01E-36  1.09E-36  9.05E-37  6.22E-37
             3.55E-37  1.35E-37  5.76E-38  2.29E-38  6.29E-39  2.29E-39  8.25E-40  2.11E-40  7.49E-41
  1819       2.34E-25  1.76E-25  1.34E-25  1.28E-25  1.58E-25  3.23E-25  6.52E-25  1.25E-24  2.35E-24  3.12E-24
             3.57E-24  3.58E-24  3.24E-24  2.70E-24  1.88E-24  1.29E-24  8.08E-25  3.74E-25  1.88E-25
  1820       5.57E-25  4.23E-25  3.32E-25  3.34E-25  4.45E-25  1.01E-24  2.14E-24  4.23E-24  8.14E-24  1.09E-23
             1.25E-23  1.26E-23  1.14E-23  9.54E-24  6.65E-24  4.57E-24  2.86E-24  1.32E-24  6.63E-25
  1821       1.08E-25  8.52E-26  7.49E-26  9.00E-26  1.53E-25  4.56E-25  1.09E-24  2.23E-24  4.04E-24  4.70E-24
             4.30E-24  2.77E-24  1.62E-24  8.26E-25  2.87E-25  1.18E-25  4.57E-26  1.24E-26  4.50E-27
  1822       3.67E-24  2.89E-24  2.56E-24  3.10E-24  5.31E-24  1.60E-23  3.83E-23  7.88E-23  1.43E-22  1.66E-22
             1.52E-22  9.82E-23  5.75E-23  2.93E-23  1.02E-23  4.17E-24  1.62E-24  4.39E-25  1.59E-25
  1823       6.13E-23  4.86E-23  4.33E-23  5.32E-23  9.26E-23  2.84E-22  6.82E-22  1.41E-21  2.56E-21  2.98E-21
             2.73E-21  1.76E-21  1.03E-21  5.26E-22  1.83E-22  7.50E-23  2.91E-23  7.89E-24  2.86E-24
  1824       2.73E-25  2.17E-25  1.94E-25  2.38E-25  4.16E-25  1.28E-24  3.08E-24  6.38E-24  1.16E-23  1.35E-23
             1.24E-23  7.99E-24  4.68E-24  2.38E-24  8.28E-25  3.40E-25  1.32E-25  3.57E-26  1.30E-26
  1825       3.59E-24  2.92E-24  2.81E-24  3.84E-24  7.55E-24  2.58E-23  6.49E-23  1.37E-22  2.53E-22  2.97E-22
             2.73E-22  1.77E-22  1.04E-22  5.28E-23  1.84E-23  7.54E-24  2.93E-24  7.94E-25  2.88E-25
  1826       5.93E-35  4.82E-35  4.65E-35  6.30E-35  1.21E-34  3.86E-34  8.98E-34  1.74E-33  2.87E-33  3.16E-33
             2.79E-33  1.77E-33  1.03E-33  5.23E-34  1.79E-34  7.21E-35  2.76E-35  7.37E-36  2.66E-36
  1827       2.49E-35  2.04E-35  2.01E-35  2.84E-35  5.79E-35  2.06E-34  5.29E-34  1.14E-33  2.13E-33  2.52E-33
             2.32E-33  1.51E-33  8.84E-34  4.51E-34  1.57E-34  6.45E-35  2.51E-35  6.81E-36  2.47E-36
  1828       1.26E-25  1.05E-25  1.09E-25  1.63E-25  3.52E-25  1.30E-24  3.37E-24  7.24E-24  1.35E-23  1.59E-23
             1.47E-23  9.51E-24  5.58E-24  2.85E-24  9.90E-25  4.06E-25  1.58E-25  4.28E-26  1.55E-26
  1829       3.97E-24  3.34E-24  3.55E-24  5.50E-24  1.23E-23  4.66E-23  1.22E-22  2.62E-22  4.91E-22  5.79E-22
             5.34E-22  3.47E-22  2.03E-22  1.04E-22  3.61E-23  1.48E-23  5.76E-24  1.56E-24  5.66E-25
  1830       2.11E-23  1.78E-23  1.93E-23  3.04E-23  6.90E-23  2.66E-22  6.97E-22  1.51E-21  2.83E-21  3.34E-21
             3.08E-21  2.00E-21  1.17E-21  5.99E-22  2.08E-22  8.55E-23  3.32E-23  9.00E-24  3.27E-24
  1831       1.61E-24  1.37E-24  1.54E-24  2.52E-24  5.93E-24  2.35E-23  6.22E-23  1.35E-22  2.54E-22  3.01E-22
