SEQ='SI'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 114332270.4   NPRNTI=10   NPRNTF=55
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             1.88E-21  1.70E-21  1.37E-21  9.67E-22  4.97E-22  2.60E-22  1.23E-22  4.02E-23  1.60E-23
  1608       1.18E-19  8.39E-20  5.34E-20  3.82E-20  2.76E-20  1.85E-20  1.44E-20  1.21E-20  1.09E-20  1.09E-20
             1.09E-20  9.86E-21  7.97E-21  5.62E-21  2.88E-21  1.51E-21  7.15E-22  2.33E-22  9.31E-23
  1617       5.54E-19  3.93E-19  2.50E-19  1.79E-19  1.29E-19  8.68E-20  6.76E-20  5.65E-20  5.11E-20  5.11E-20
             5.12E-20  4.63E-20  3.74E-20  2.64E-20  1.35E-20  7.10E-21  3.35E-21  1.10E-21  4.37E-22
  1650       7.75E-20  5.45E-20  3.40E-20  2.35E-20  1.59E-20  8.95E-21  5.45E-21  3.09E-21  1.29E-21  6.06E-22
             2.65E-22  8.09E-23  3.12E-23  1.17E-23  3.06E-24  1.10E-24  3.92E-25  9.95E-26  3.53E-26
  1651       6.99E-20  4.95E-20  3.15E-20  2.25E-20  1.63E-20  1.10E-20  8.54E-21  7.14E-21  6.48E-21  6.50E-21
             6.53E-21  5.90E-21  4.77E-21  3.37E-21  1.73E-21  9.07E-22  4.29E-22  1.40E-22  5.58E-23
  1652       4.66E-22  3.28E-22  2.06E-22  1.43E-22  9.86E-23  5.82E-23  3.76E-23  2.34E-23  1.19E-23  7.07E-24
             4.27E-24  2.35E-24  1.59E-24  1.11E-24  6.82E-25  4.45E-25  2.70E-25  1.22E-25  6.09E-26
  1653       2.46E-22  1.74E-22  1.09E-22  7.58E-23  5.21E-23  3.08E-23  1.99E-23  1.24E-23  6.31E-24  3.74E-24
             2.26E-24  1.24E-24  8.44E-25  5.89E-25  3.61E-25  2.35E-25  1.43E-25  6.47E-26  3.22E-26
  1654       2.63E-31  1.85E-31  1.16E-31  8.08E-32  5.56E-32  3.28E-32  2.12E-32  1.32E-32  6.73E-33  3.99E-33
             2.41E-33  1.33E-33  9.01E-34  6.29E-34  3.85E-34  2.51E-34  1.53E-34  6.91E-35  3.44E-35
  1655       1.07E-20  7.60E-21  4.84E-21  3.46E-21  2.50E-21  1.68E-21  1.31E-21  1.10E-21  9.96E-22  1.00E-21
             1.01E-21  9.10E-22  7.36E-22  5.19E-22  2.67E-22  1.40E-22  6.61E-23  2.16E-23  8.61E-24
  1656       1.02E-27  7.24E-28  4.63E-28  3.34E-28  2.46E-28  1.75E-28  1.48E-28  1.42E-28  1.61E-28  1.87E-28
             2.10E-28  2.07E-28  1.73E-28  1.24E-28  6.47E-29  3.40E-29  1.61E-29  5.24E-30  2.09E-30
  1657       3.45E-21  2.43E-21  1.53E-21  1.06E-21  7.32E-22  4.32E-22  2.79E-22  1.74E-22  8.90E-23  5.28E-23
             3.19E-23  1.77E-23  1.20E-23  8.39E-24  5.14E-24  3.35E-24  2.04E-24  9.23E-25  4.59E-25
  1658       1.01E-19  7.12E-20  4.53E-20  3.24E-20  2.34E-20  1.58E-20  1.24E-20  1.04E-20  9.53E-21  9.64E-21
             9.74E-21  8.86E-21  7.18E-21  5.07E-21  2.61E-21  1.37E-21  6.47E-22  2.11E-22  8.43E-23
  1659       2.16E-20  1.53E-20  9.73E-21  6.96E-21  5.03E-21  3.39E-21  2.65E-21  2.23E-21  2.05E-21  2.07E-21
             2.09E-21  1.90E-21  1.54E-21  1.09E-21  5.60E-22  2.94E-22  1.39E-22  4.54E-23  1.81E-23
  1660       1.57E-19  1.11E-19  7.09E-20  5.07E-20  3.67E-20  2.47E-20  1.93E-20  1.63E-20  1.49E-20  1.51E-20
             1.52E-20  1.39E-20  1.12E-20  7.94E-21  4.08E-21  2.14E-21  1.01E-21  3.31E-22  1.32E-22
  1661       4.15E-15  2.94E-15  1.86E-15  1.32E-15  9.36E-16  6.01E-16  4.36E-16  3.24E-16  2.34E-16  1.93E-16
             1.64E-16  1.27E-16  9.58E-17  6.47E-17  3.21E-17  1.66E-17  7.76E-18  2.52E-18  1.00E-18
  1662       3.13E-21  2.22E-21  1.41E-21  1.01E-21  7.30E-22  4.93E-22  3.86E-22  3.26E-22  3.00E-22  3.04E-22
             3.09E-22  2.81E-22  2.28E-22  1.61E-22  8.30E-23  4.36E-23  2.06E-23  6.73E-24  2.68E-24
  1663       1.78E-15  1.26E-15  7.95E-16  5.64E-16  4.01E-16  2.57E-16  1.87E-16  1.40E-16  1.01E-16  8.41E-17
             7.16E-17  5.57E-17  4.21E-17  2.85E-17  1.41E-17  7.30E-18  3.42E-18  1.11E-18  4.41E-19
  1664       1.61E-20  1.13E-20  7.07E-21  4.89E-21  3.33E-21  1.92E-21  1.21E-21  7.39E-22  3.76E-22  2.31E-22
             1.49E-22  8.96E-23  6.02E-23  3.80E-23  1.79E-23  9.07E-24  4.19E-24  1.35E-24  5.34E-25
  1665       6.80E-15  4.81E-15  3.05E-15  2.16E-15  1.54E-15  9.87E-16  7.17E-16  5.36E-16  3.89E-16  3.24E-16
             2.76E-16  2.15E-16  1.62E-16  1.10E-16  5.46E-17  2.82E-17  1.32E-17  4.28E-18  1.70E-18
  1666       5.03E-19  3.54E-19  2.21E-19  1.53E-19  1.04E-19  5.99E-20  3.79E-20  2.31E-20  1.18E-20  7.23E-21
             4.68E-21  2.80E-21  1.88E-21  1.19E-21  5.62E-22  2.84E-22  1.31E-22  4.22E-23  1.67E-23
  1667       7.83E-19  5.51E-19  3.44E-19  2.38E-19  1.62E-19  9.32E-20  5.89E-20  3.60E-20  1.83E-20  1.12E-20
             7.27E-21  4.36E-21  2.93E-21  1.85E-21  8.74E-22  4.42E-22  2.04E-22  6.56E-23  2.60E-23
  1668       1.15E-18  8.13E-19  5.07E-19  3.51E-19  2.39E-19  1.38E-19  8.70E-20  5.31E-20  2.71E-20  1.66E-20
             1.08E-20  6.46E-21  4.34E-21  2.74E-21  1.30E-21  6.55E-22  3.03E-22  9.73E-23  3.85E-23
  1669       5.46E-22  3.85E-22  2.40E-22  1.66E-22  1.13E-22  6.51E-23  4.12E-23  2.51E-23  1.28E-23  7.88E-24
             5.10E-24  3.06E-24  2.06E-24  1.30E-24  6.14E-25  3.11E-25  1.44E-25  4.61E-26  1.83E-26
  1670       5.08E-18  3.58E-18  2.23E-18  1.55E-18  1.05E-18  6.06E-19  3.83E-19  2.34E-19  1.19E-19  7.33E-20
             4.75E-20  2.85E-20  1.92E-20  1.21E-20  5.72E-21  2.89E-21  1.34E-21  4.30E-22  1.70E-22
  1671       6.25E-27  4.44E-27  2.86E-27  2.07E-27  1.53E-27  1.07E-27  8.50E-28  6.90E-28  5.36E-28  4.47E-28
             3.73E-28  2.78E-28  2.05E-28  1.36E-28  6.64E-29  3.40E-29  1.58E-29  5.07E-30  2.01E-30
  1672       4.56E-15  3.23E-15  2.04E-15  1.45E-15  1.03E-15  6.63E-16  4.82E-16  3.60E-16  2.62E-16  2.18E-16
             1.87E-16  1.45E-16  1.10E-16  7.44E-17  3.70E-17  1.91E-17  8.94E-18  2.90E-18  1.15E-18
  1673       4.63E-18  3.28E-18  2.09E-18  1.50E-18  1.08E-18  7.33E-19  5.75E-19  4.88E-19  4.53E-19  4.62E-19
             4.71E-19  4.31E-19  3.50E-19  2.48E-19  1.28E-19  6.70E-20  3.17E-20  1.04E-20  4.13E-21
  1674       4.06E-21  2.86E-21  1.78E-21  1.23E-21  8.40E-22  4.84E-22  3.06E-22  1.87E-22  9.55E-23  5.88E-23
             3.81E-23  2.29E-23  1.54E-23  9.74E-24  4.60E-24  2.33E-24  1.08E-24  3.46E-25  1.37E-25
  1675       1.11E-20  7.79E-21  4.86E-21  3.37E-21  2.29E-21  1.32E-21  8.35E-22  5.10E-22  2.60E-22  1.60E-22
             1.04E-22  6.26E-23  4.21E-23  2.66E-23  1.26E-23  6.37E-24  2.94E-24  9.46E-25  3.75E-25
  1676       2.34E-19  1.65E-19  1.03E-19  7.12E-20  4.84E-20  2.79E-20  1.77E-20  1.08E-20  5.51E-21  3.39E-21
             2.20E-21  1.32E-21  8.91E-22  5.63E-22  2.66E-22  1.35E-22  6.23E-23  2.00E-23  7.93E-24
  1677       4.02E-19  2.83E-19  1.77E-19  1.22E-19  8.32E-20  4.79E-20  3.03E-20  1.85E-20  9.46E-21  5.83E-21
             3.78E-21  2.28E-21  1.53E-21  9.67E-22  4.57E-22  2.32E-22  1.07E-22  3.44E-23  1.36E-23
  1678       6.87E-14  4.86E-14  3.08E-14  2.18E-14  1.55E-14  9.99E-15  7.27E-15  5.45E-15  3.98E-15  3.32E-15
             2.84E-15  2.22E-15  1.68E-15  1.14E-15  5.65E-16  2.92E-16  1.37E-16  4.44E-17  1.76E-17
  1679       5.91E-15  4.18E-15  2.65E-15  1.88E-15  1.34E-15  8.60E-16  6.26E-16  4.69E-16  3.42E-16  2.86E-16
             2.45E-16  1.91E-16  1.45E-16  9.80E-17  4.87E-17  2.52E-17  1.18E-17  3.82E-18  1.52E-18
  1680       5.55E-18  3.90E-18  2.44E-18  1.69E-18  1.15E-18  6.62E-19  4.19E-19  2.56E-19  1.31E-19  8.08E-20
             5.25E-20  3.16E-20  2.13E-20  1.35E-20  6.36E-21  3.22E-21  1.49E-21  4.79E-22  1.90E-22
  1681       2.58E-19  1.82E-19  1.15E-19  8.13E-20  5.72E-20  3.57E-20  2.47E-20  1.69E-20  9.78E-21  6.14E-21
             3.62E-21  1.60E-21  7.85E-22  3.55E-22  1.12E-22  4.42E-23  1.67E-23  4.45E-24  1.60E-24
  1682       6.56E-18  4.63E-18  2.92E-18  2.06E-18  1.45E-18  9.06E-19  6.28E-19  4.29E-19  2.48E-19  1.56E-19
             9.20E-20  4.07E-20  1.99E-20  9.02E-21  2.85E-21  1.12E-21  4.25E-22  1.13E-22  4.07E-23
  1683       9.14E-18  6.45E-18  4.08E-18  2.88E-18  2.02E-18  1.26E-18  8.76E-19  5.98E-19  3.46E-19  2.17E-19
             1.28E-19  5.67E-20  2.78E-20  1.26E-20  3.98E-21  1.57E-21  5.92E-22  1.58E-22  5.68E-23
  1684       2.74E-14  1.93E-14  1.23E-14  8.69E-15  6.18E-15  3.98E-15  2.90E-15  2.17E-15  1.59E-15  1.33E-15
             1.14E-15  8.92E-16  6.76E-16  4.58E-16  2.28E-16  1.18E-16  5.51E-17  1.79E-17  7.11E-18
  1685       4.35E-14  3.08E-14  1.95E-14  1.38E-14  9.83E-15  6.33E-15  4.61E-15  3.46E-15  2.53E-15  2.12E-15
             1.82E-15  1.42E-15  1.08E-15  7.30E-16  3.63E-16  1.88E-16  8.78E-17  2.85E-17  1.13E-17
  1686       2.63E-17  1.86E-17  1.18E-17  8.29E-18  5.84E-18  3.65E-18  2.53E-18  1.73E-18  1.00E-18  6.31E-19
             3.73E-19  1.65E-19  8.11E-20  3.67E-20  1.16E-20  4.57E-21  1.73E-21  4.60E-22  1.66E-22
  1687       4.60E-14  3.26E-14  2.06E-14  1.46E-14  1.04E-14  6.70E-15  4.89E-15  3.67E-15  2.69E-15  2.26E-15
             1.94E-15  1.52E-15  1.15E-15  7.82E-16  3.89E-16  2.01E-16  9.42E-17  3.05E-17  1.21E-17
  1688       2.34E-14  1.66E-14  1.05E-14  7.45E-15  5.30E-15  3.42E-15  2.50E-15  1.88E-15  1.39E-15  1.17E-15
             1.01E-15  7.97E-16  6.06E-16  4.11E-16  2.05E-16  1.06E-16  4.96E-17  1.61E-17  6.40E-18
  1689       2.56E-21  1.80E-21  1.12E-21  7.76E-22  5.27E-22  3.02E-22  1.88E-22  1.11E-22  5.15E-23  2.72E-23
             1.38E-23  5.19E-24  2.33E-24  9.95E-25  3.00E-25  1.15E-25  4.30E-26  1.13E-26  4.07E-27
  1690       9.73E-19  6.84E-19  4.27E-19  2.95E-19  2.01E-19  1.15E-19  7.16E-20  4.24E-20  1.96E-20  1.04E-20
             5.23E-21  1.97E-21  8.88E-22  3.79E-22  1.14E-22  4.39E-23  1.64E-23  4.31E-24  1.55E-24
  1691       1.27E-19  8.94E-20  5.58E-20  3.86E-20  2.62E-20  1.50E-20  9.35E-21  5.54E-21  2.56E-21  1.35E-21
             6.84E-22  2.58E-22  1.16E-22  4.95E-23  1.49E-23  5.74E-24  2.14E-24  5.64E-25  2.02E-25
  1692       7.99E-18  5.62E-18  3.51E-18  2.43E-18  1.65E-18  9.43E-19  5.88E-19  3.48E-19  1.61E-19  8.52E-20
             4.31E-20  1.62E-20  7.31E-21  3.12E-21  9.38E-22  3.61E-22  1.35E-22  3.55E-23  1.27E-23
  1693       3.30E-21  2.32E-21  1.45E-21  1.00E-21  6.81E-22  3.90E-22  2.43E-22  1.44E-22  6.66E-23  3.52E-23
             1.78E-23  6.71E-24  3.02E-24  1.29E-24  3.88E-25  1.49E-25  5.57E-26  1.47E-26  5.27E-27
  1694       2.14E-20  1.50E-20  9.38E-21  6.49E-21  4.41E-21  2.52E-21  1.57E-21  9.33E-22  4.32E-22  2.28E-22
             1.15E-22  4.35E-23  1.96E-23  8.35E-24  2.51E-24  9.67E-25  3.61E-25  9.51E-26  3.41E-26
  1695       4.18E-19  2.94E-19  1.83E-19  1.27E-19  8.62E-20  4.93E-20  3.08E-20  1.82E-20  8.44E-21  4.46E-21
             2.25E-21  8.50E-22  3.83E-22  1.63E-22  4.92E-23  1.89E-23  7.06E-24  1.86E-24  6.68E-25
  1696       5.27E-20  3.71E-20  2.31E-20  1.60E-20  1.09E-20  6.23E-21  3.88E-21  2.30E-21  1.07E-21  5.64E-22
             2.85E-22  1.08E-22  4.84E-23  2.07E-23  6.22E-24  2.40E-24  8.94E-25  2.36E-25  8.46E-26
  1697       4.09E-21  2.88E-21  1.80E-21  1.24E-21  8.44E-22  4.83E-22  3.01E-22  1.79E-22  8.27E-23  4.38E-23
             2.21E-23  8.35E-24  3.76E-24  1.61E-24  4.83E-25  1.86E-25  6.95E-26  1.83E-26  6.57E-27
  1698       2.37E-27  1.67E-27  1.04E-27  7.23E-28  4.93E-28  2.85E-28  1.79E-28  1.08E-28  5.08E-29  2.73E-29
             1.40E-29  5.34E-30  2.42E-30  1.04E-30  3.14E-31  1.21E-31  4.53E-32  1.19E-32  4.29E-33
  1699       1.71E-18  1.20E-18  7.50E-19  5.19E-19  3.53E-19  2.02E-19  1.26E-19  7.47E-20  3.46E-20  1.83E-20
             9.26E-21  3.50E-21  1.57E-21  6.72E-22  2.02E-22  7.79E-23  2.91E-23  7.66E-24  2.75E-24
  1700       7.31E-21  5.15E-21  3.21E-21  2.22E-21  1.51E-21  8.64E-22  5.39E-22  3.20E-22  1.48E-22  7.85E-23
             3.97E-23  1.50E-23  6.76E-24  2.89E-24  8.70E-25  3.35E-25  1.25E-25  3.29E-26  1.18E-26
  1701       2.54E-19  1.79E-19  1.12E-19  7.72E-20  5.24E-20  3.00E-20  1.87E-20  1.11E-20  5.15E-21  2.73E-21
             1.38E-21  5.22E-22  2.35E-22  1.00E-22  3.02E-23  1.16E-23  4.35E-24  1.14E-24  4.11E-25
  1702       1.48E-20  1.04E-20  6.49E-21  4.49E-21  3.05E-21  1.75E-21  1.09E-21  6.47E-22  3.00E-22  1.59E-22
             8.04E-23  3.04E-23  1.37E-23  5.84E-24  1.76E-24  6.77E-25  2.53E-25  6.66E-26  2.39E-26
  1703       1.41E-20  9.94E-21  6.20E-21  4.29E-21  2.92E-21  1.67E-21  1.04E-21  6.18E-22  2.87E-22  1.52E-22
             7.68E-23  2.90E-23  1.31E-23  5.58E-24  1.68E-24  6.47E-25  2.42E-25  6.37E-26  2.29E-26
  1704       3.25E-18  2.28E-18  1.43E-18  9.86E-19  6.70E-19  3.84E-19  2.39E-19  1.42E-19  6.59E-20  3.49E-20
             1.77E-20  6.67E-21  3.01E-21  1.28E-21  3.87E-22  1.49E-22  5.56E-23  1.46E-23  5.26E-24
  1705       4.15E-20  2.92E-20  1.82E-20  1.26E-20  8.56E-21  4.91E-21  3.06E-21  1.82E-21  8.43E-22  4.46E-22
             2.26E-22  8.55E-23  3.85E-23  1.65E-23  4.96E-24  1.91E-24  7.13E-25  1.88E-25  6.74E-26
  1706       8.69E-21  6.12E-21  3.82E-21  2.64E-21  1.79E-21  1.03E-21  6.42E-22  3.81E-22  1.77E-22  9.39E-23
             4.76E-23  1.80E-23  8.13E-24  3.48E-24  1.05E-24  4.04E-25  1.51E-25  3.97E-26  1.43E-26
  1707       1.65E-17  1.17E-17  7.32E-18  5.12E-18  3.55E-18  2.12E-18  1.38E-18  8.52E-19  4.04E-19  2.09E-19
             9.88E-20  3.26E-20  1.31E-20  4.99E-21  1.34E-21  4.83E-22  1.73E-22  4.40E-23  1.56E-23
  1708       4.79E-17  3.38E-17  2.12E-17  1.49E-17  1.03E-17  6.15E-18  4.00E-18  2.47E-18  1.17E-18  6.05E-19
             2.87E-19  9.45E-20  3.79E-20  1.45E-20  3.88E-21  1.40E-21  5.01E-22  1.28E-22  4.52E-23
  1709       5.56E-17  3.92E-17  2.46E-17  1.72E-17  1.19E-17  7.13E-18  4.64E-18  2.87E-18  1.36E-18  7.02E-19
             3.32E-19  1.10E-19  4.39E-20  1.68E-20  4.50E-21  1.62E-21  5.81E-22  1.48E-22  5.25E-23
  1710       4.69E-19  3.29E-19  2.04E-19  1.39E-19  9.29E-20  5.07E-20  2.98E-20  1.63E-20  6.46E-21  2.94E-21
             1.25E-21  3.74E-22  1.43E-22  5.30E-23  1.39E-23  4.96E-24  1.77E-24  4.49E-25  1.59E-25
  1711       5.49E-18  3.86E-18  2.39E-18  1.63E-18  1.09E-18  5.95E-19  3.50E-19  1.91E-19  7.57E-20  3.45E-20
             1.47E-20  4.39E-21  1.68E-21  6.21E-22  1.63E-22  5.82E-23  2.07E-23  5.26E-24  1.86E-24
  1712       5.06E-18  3.55E-18  2.20E-18  1.50E-18  1.00E-18  5.47E-19  3.22E-19  1.76E-19  6.97E-20  3.17E-20
             1.35E-20  4.04E-21  1.54E-21  5.72E-22  1.50E-22  5.36E-23  1.91E-23  4.85E-24  1.72E-24
  1713       2.77E-20  1.95E-20  1.21E-20  8.26E-21  5.50E-21  3.01E-21  1.77E-21  9.64E-22  3.83E-22  1.74E-22
             7.44E-23  2.22E-23  8.48E-24  3.14E-24  8.22E-25  2.94E-25  1.05E-25  2.66E-26  9.43E-27
  1714       1.94E-19  1.36E-19  8.45E-20  5.79E-20  3.86E-20  2.11E-20  1.24E-20  6.75E-21  2.68E-21  1.22E-21
             5.21E-22  1.56E-22  5.94E-23  2.20E-23  5.76E-24  2.06E-24  7.34E-25  1.87E-25  6.61E-26
  1715       1.59E-18  1.11E-18  6.91E-19  4.73E-19  3.15E-19  1.72E-19  1.01E-19  5.52E-20  2.19E-20  9.98E-21
             4.26E-21  1.27E-21  4.85E-22  1.80E-22  4.71E-23  1.69E-23  6.00E-24  1.52E-24  5.40E-25
  1716       6.74E-17  4.73E-17  2.93E-17  2.01E-17  1.34E-17  7.30E-18  4.30E-18  2.34E-18  9.30E-19  4.24E-19
             1.81E-19  5.40E-20  2.06E-20  7.65E-21  2.00E-21  7.17E-22  2.55E-22  6.48E-23  2.29E-23
  1717       4.32E-18  3.03E-18  1.88E-18  1.29E-18  8.58E-19  4.68E-19  2.76E-19  1.50E-19  5.97E-20  2.72E-20
             1.16E-20  3.47E-21  1.32E-21  4.91E-22  1.29E-22  4.60E-23  1.64E-23  4.16E-24  1.47E-24
  1718       5.49E-20  3.86E-20  2.39E-20  1.64E-20  1.09E-20  5.95E-21  3.50E-21  1.91E-21  7.59E-22  3.46E-22
             1.48E-22  4.41E-23  1.68E-23  6.24E-24  1.63E-24  5.85E-25  2.08E-25  5.29E-26  1.87E-26
  1719       2.61E-33  1.83E-33  1.14E-33  7.78E-34  5.19E-34  2.84E-34  1.68E-34  9.17E-35  3.66E-35  1.67E-35
             7.17E-36  2.15E-36  8.22E-37  3.05E-37  7.99E-38  2.86E-38  1.02E-38  2.59E-39  9.17E-40
  1720       1.25E-18  8.77E-19  5.43E-19  3.72E-19  2.48E-19  1.35E-19  7.97E-20  4.35E-20  1.73E-20  7.87E-21
             3.36E-21  1.00E-21  3.83E-22  1.42E-22  3.72E-23  1.33E-23  4.74E-24  1.20E-24  4.27E-25
  1721       7.99E-20  5.61E-20  3.47E-20  2.38E-20  1.58E-20  8.66E-21  5.10E-21  2.78E-21  1.11E-21  5.04E-22
             2.15E-22  6.43E-23  2.46E-23  9.10E-24  2.38E-24  8.53E-25  3.04E-25  7.72E-26  2.73E-26
  1722       1.13E-19  7.97E-20  4.94E-20  3.38E-20  2.25E-20  1.23E-20  7.24E-21  3.95E-21  1.57E-21  7.16E-22
             3.06E-22  9.13E-23  3.49E-23  1.29E-23  3.39E-24  1.21E-24  4.32E-25  1.10E-25  3.88E-26
  1723       8.75E-20  6.14E-20  3.81E-20  2.60E-20  1.74E-20  9.49E-21  5.58E-21  3.05E-21  1.21E-21  5.52E-22
             2.36E-22  7.04E-23  2.69E-23  9.97E-24  2.61E-24  9.35E-25  3.33E-25  8.45E-26  2.99E-26
  1724       2.22E-16  1.57E-16  9.84E-17  6.89E-17  4.77E-17  2.85E-17  1.86E-17  1.15E-17  5.47E-18  2.83E-18
             1.34E-18  4.43E-19  1.78E-19  6.80E-20  1.82E-20  6.57E-21  2.35E-21  5.99E-22  2.12E-22
  1725       3.49E-20  2.45E-20  1.52E-20  1.04E-20  6.92E-21  3.78E-21  2.23E-21  1.22E-21  4.83E-22  2.21E-22
             9.42E-23  2.82E-23  1.08E-23  3.99E-24  1.04E-24  3.74E-25  1.33E-25  3.38E-26  1.20E-26
  1726       2.14E-17  1.50E-17  9.29E-18  6.36E-18  4.24E-18  2.32E-18  1.36E-18  7.44E-19  2.96E-19  1.35E-19
             5.77E-20  1.72E-20  6.59E-21  2.44E-21  6.39E-22  2.29E-22  8.15E-23  2.07E-23  7.33E-24
  1727       3.42E-19  2.40E-19  1.49E-19  1.02E-19  6.78E-20  3.71E-20  2.18E-20  1.19E-20  4.74E-21  2.16E-21
             9.24E-22  2.76E-22  1.06E-22  3.92E-23  1.03E-23  3.67E-24  1.31E-24  3.32E-25  1.18E-25
  1728       6.36E-21  4.46E-21  2.77E-21  1.89E-21  1.26E-21  6.90E-22  4.06E-22  2.22E-22  8.82E-23  4.03E-23
             1.72E-23  5.14E-24  1.97E-24  7.29E-25  1.91E-25  6.83E-26  2.43E-26  6.18E-27  2.19E-27
  1729       6.98E-28  4.89E-28  3.02E-28  2.06E-28  1.36E-28  7.26E-29  4.17E-29  2.21E-29  8.40E-30  3.70E-30
             1.53E-30  4.41E-31  1.65E-31  6.05E-32  1.57E-32  5.60E-33  1.99E-33  5.05E-34  1.79E-34
  1810       3.65E-20  2.56E-20  1.59E-20  1.09E-20  7.25E-21  3.96E-21  2.33E-21  1.28E-21  5.08E-22  2.32E-22
             9.91E-23  2.96E-23  1.13E-23  4.20E-24  1.10E-24  3.94E-25  1.40E-25  3.56E-26  1.26E-26
  1819       1.81E-20  1.28E-20  8.07E-21  5.70E-21  4.03E-21  2.53E-21  1.78E-21  1.25E-21  7.87E-22  5.59E-22
             4.05E-22  2.74E-22  2.07E-22  1.55E-22  9.98E-23  6.65E-23  4.08E-23  1.86E-23  9.31E-24
  1820       9.37E-31  6.62E-31  4.19E-31  2.96E-31  2.09E-31  1.32E-31  9.29E-32  6.54E-32  4.13E-32  2.95E-32
             2.14E-32  1.46E-32  1.10E-32  8.28E-33  5.34E-33  3.56E-33  2.18E-33  9.98E-34  4.98E-34
  1821       1.49E-14  1.05E-14  6.67E-15  4.72E-15  3.35E-15  2.13E-15  1.51E-15  1.07E-15  6.56E-16  4.32E-16
             2.66E-16  1.23E-16  6.15E-17  2.83E-17  9.06E-18  3.59E-18  1.36E-18  3.63E-19  1.31E-19
  1822       9.59E-15  6.78E-15  4.29E-15  3.04E-15  2.15E-15  1.37E-15  9.71E-16  6.87E-16  4.22E-16  2.78E-16
             1.71E-16  7.91E-17  3.97E-17  1.82E-17  5.84E-18  2.31E-18  8.78E-19  2.34E-19  8.45E-20
  1823       2.96E-14  2.09E-14  1.32E-14  9.36E-15  6.64E-15  4.22E-15  3.00E-15  2.12E-15  1.30E-15  8.59E-16
             5.29E-16  2.45E-16  1.23E-16  5.64E-17  1.81E-17  7.15E-18  2.72E-18  7.25E-19  2.61E-19
  1824       1.63E-14  1.15E-14  7.29E-15  5.16E-15  3.66E-15  2.32E-15  1.65E-15  1.17E-15  7.19E-16  4.74E-16
             2.92E-16  1.35E-16  6.76E-17  3.11E-17  9.96E-18  3.94E-18  1.50E-18  4.00E-19  1.44E-19
  1825       1.01E-13  7.15E-14  4.52E-14  3.20E-14  2.27E-14  1.45E-14  1.03E-14  7.29E-15  4.50E-15  2.98E-15
             1.84E-15  8.52E-16  4.28E-16  1.97E-16  6.31E-17  2.50E-17  9.50E-18  2.53E-18  9.14E-19
  1826       3.40E-14  2.40E-14  1.52E-14  1.08E-14  7.64E-15  4.86E-15  3.46E-15  2.45E-15  1.51E-15  1.00E-15
             6.19E-16  2.87E-16  1.44E-16  6.63E-17  2.13E-17  8.42E-18  3.20E-18  8.53E-19  3.08E-19
  1827       3.04E-13  2.15E-13  1.36E-13  9.65E-14  6.84E-14  4.36E-14  3.10E-14  2.20E-14  1.36E-14  9.00E-15
             5.56E-15  2.58E-15  1.29E-15  5.96E-16  1.91E-16  7.57E-17  2.88E-17  7.67E-18  2.77E-18
  1828       2.22E-13  1.57E-13  9.94E-14  7.04E-14  4.99E-14  3.18E-14  2.26E-14  1.61E-14  9.96E-15  6.60E-15
             4.08E-15  1.90E-15  9.52E-16  4.39E-16  1.41E-16  5.57E-17  2.12E-17  5.65E-18  2.04E-18
  1829       8.67E-14  6.13E-14  3.88E-14  2.75E-14  1.95E-14  1.24E-14  8.85E-15  6.29E-15  3.90E-15  2.58E-15
             1.60E-15  7.43E-16  3.73E-16  1.72E-16  5.52E-17  2.19E-17  8.31E-18  2.22E-18  8.00E-19
  1830       1.50E-13  1.06E-13  6.71E-14  4.75E-14  3.37E-14  2.15E-14  1.53E-14  1.09E-14  6.74E-15  4.47E-15
             2.77E-15  1.29E-15  6.47E-16  2.98E-16  9.56E-17  3.79E-17  1.44E-17  3.84E-18  1.39E-18
  1831       2.27E-13  1.61E-13  1.02E-13  7.21E-14  5.11E-14  3.26E-14  2.32E-14  1.65E-14  1.03E-14  6.81E-15
             4.22E-15  1.96E-15  9.86E-16  4.54E-16  1.46E-16  5.78E-17  2.20E-17  5.86E-18  2.11E-18
  1832       1.40E-13  9.92E-14  6.28E-14  4.45E-14  3.16E-14  2.02E-14  1.44E-14  1.03E-14  6.39E-15  4.26E-15
             2.65E-15  1.23E-15  6.21E-16  2.86E-16  9.20E-17  3.64E-17  1.39E-17  3.70E-18  1.33E-18
  1833       1.37E-20  9.71E-21  6.12E-21  4.31E-21  3.03E-21  1.88E-21  1.31E-21  9.21E-22  6.01E-22  4.58E-22
             3.63E-22  2.65E-22  1.95E-22  1.30E-22  6.37E-23  3.28E-23  1.53E-23  4.95E-24  1.97E-24
  1834       1.07E-18  7.58E-19  4.78E-19  3.37E-19  2.36E-19  1.47E-19  1.03E-19  7.19E-20  4.69E-20  3.58E-20
             2.84E-20  2.07E-20  1.52E-20  1.01E-20  4.98E-21  2.56E-21  1.20E-21  3.87E-22  1.54E-22
  1835       2.41E-18  1.70E-18  1.07E-18  7.56E-19  5.31E-19  3.31E-19  2.30E-19  1.62E-19  1.06E-19  8.05E-20
             6.38E-20  4.66E-20  3.43E-20  2.28E-20  1.12E-20  5.76E-21  2.69E-21  8.71E-22  3.46E-22
