SEQ='AL'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  86544137.0   NPRNTI= 4   NPRNTF= 9
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   292     2    2P6 3S1 3P1 6F1     (4)3( 3.5)   396952.6*     0.00E+00
   293     3    2P6 3S1 3P1 6F1     (4)3( 1.5)   397095.2*     0.00E+00  0.00E+00
   294     3    2P6 3S1 3P1 6F1     (2)3( 2.5)   397135.9*     0.00E+00  0.00E+00
   295     3    2P6 3S1 3P1 6F1     (4)3( 4.5)   397158.5*     0.00E+00  0.00E+00
   296     3    2P6 3S1 3P1 6F1     (2)3( 3.5)   397244.9*     0.00E+00  0.00E+00
   297     3    2P6 3S1 3P1 6F1     (4)4( 2.5)   397473.2*     0.00E+00  0.00E+00
   298     3    2P6 3S1 3P1 6F1     (4)4( 3.5)   397621.5*     0.00E+00  0.00E+00
   299     2    2P6 3S1 3P1 6G1     (4)4( 3.5)   397674.0*     0.00E+00
   300     2    2P6 3S1 3P1 6G1     (4)4( 4.5)   397678.6*     0.00E+00
   301     2    2P6 3S1 3P1 6H1     (4)5( 4.5)   397797.8*     0.00E+00
   302     2    2P6 3S1 3P1 6H1     (4)5( 5.5)   397798.7*     0.00E+00
